,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,Abun,frequency
Otu1,0.996561823,Bacteria,Firmicutes,Bacilli,Bacillales,,,,0.0364413942323946,1
Otu2,0.999999968,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,,0.043202948037459,1
Otu3,0.999986468,Bacteria,Firmicutes,Bacilli,Bacillales,,,,0.0148855607018493,1
Otu4,0.998853769,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,,0.0310321511883431,1
Otu5,0.999995088,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,0.00852293857128368,1
Otu6,0.999999986,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,1.01423307075966e-05,0.272727272727273
Otu7,0.716318071,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured Sphingomonadaceae bacterium,0.0120558504344298,1
Otu8,0.779480768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,0.00982791845566111,1
Otu10,0.918630086,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.00116974880827614,0.909090909090909
Otu11,0.99999994,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,,0.0124852091010514,1
Otu12,0.851318141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Ambiguous_taxa,Ambiguous_taxa,0.00453700260319821,1
Otu13,1,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,0.00780283309104432,1
Otu14,0.999688758,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,,0.00360390817809933,1
Otu15,0.999999044,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,,,0.00163629602082559,1
Otu16,0.998933632,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.00454376415700328,1
Otu17,0.942196095,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.00255924811521688,1
Otu18,0.999999376,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,0.00479394164779067,1
Otu19,0.848100979,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured soil bacterium,0.0028871834747625,1
Otu20,0.864500413,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,0.00250515568477636,1
Otu21,0.884855854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,,0.00420568646675006,1
Otu22,0.807474636,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,uncultured,uncultured bacterium,,0.00309003008891443,1
