,X10_3S_N_C_1,X11_3S_N_C_1,X12_3S_N_C_1,X13_3S_N_C_1,X14_3S_N_C_1,X15_3S_N_C_1,X16_3S_N_C_1,X17_3S_N_C_1,X18_3S_N_C_1,X19_3S_N_C_1,X20_3S_N_C_1
Otu1514,0.077634011090573,0,0.00184842883548983,0.0536044362292052,0,0.00184842883548983,0,0,0.00184842883548983,0.0055452865064695,0.0406654343807763
Otu53,0.077634011090573,0.00739371534195933,0.0055452865064695,0.0055452865064695,0.00184842883548983,0.00184842883548983,0,0.134935304990758,0.0055452865064695,0.0406654343807763,0
Otu5576,0.0295748613678373,0,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0.00184842883548983
Otu143,0,0.0129390018484288,0.0147874306839187,0.011090573012939,0,0.0425138632162662,0.0277264325323475,0,0.00184842883548983,0.00369685767097967,0.00184842883548983
Otu52,0.22735674676525,0.00184842883548983,0.00184842883548983,0.00924214417744917,0.00369685767097967,0.0129390018484288,0,0.0147874306839187,0.0314232902033272,0.033271719038817,0.00369685767097967
Otu440,0,0.00369685767097967,0.00184842883548983,0.00369685767097967,0,0,0.00369685767097967,0,0.00184842883548983,0,0
Otu9728,0.00924214417744917,0.088724584103512,0.0905730129390018,0.00184842883548983,0.0258780036968577,0.0314232902033272,0.00369685767097967,0.0425138632162662,0.0517560073937153,0.0850277264325323,0.234750462107209
Otu21,0.0573012939001848,0.0499075785582255,0.011090573012939,0.0147874306839187,0.00739371534195933,0.0609981515711645,0,0.0720887245841035,0.10720887245841,0.077634011090573,0.0720887245841035
Otu148,0.00369685767097967,0.0240295748613678,0.0203327171903882,0.055452865064695,0.0536044362292052,0.0184842883548983,0.118299445471349,0.00369685767097967,0.0166358595194085,0.0055452865064695,0.00184842883548983
Otu1308,0,0,0,0,0.00369685767097967,0,0,0,0,0.00369685767097967,0
Otu409,0.00739371534195933,0,0.00369685767097967,0,0,0,0,0,0,0,0
Otu146,0.00924214417744917,0.00369685767097967,0.0147874306839187,0.066543438077634,0.022181146025878,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0.0129390018484288,0.00184842883548983
Otu9266,0,0,0.0055452865064695,0,0,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0,0.00369685767097967
Otu640,0,0,0,0,0.0055452865064695,0,0,0,0.00369685767097967,0,0
Otu34,0,0,0.00924214417744917,0.0295748613678373,0.011090573012939,0.0813308687615527,0,0.0369685767097967,0.00369685767097967,0.00739371534195933,0
Otu325,0,0,0,0.00924214417744917,0,0,0.0147874306839187,0,0,0,0
Otu385,0,0.00739371534195933,0,0.00369685767097967,0,0,0,0,0.0129390018484288,0,0.00184842883548983
Otu313,0,0.0055452865064695,0.00184842883548983,0.0055452865064695,0.00369685767097967,0.00369685767097967,0,0.00369685767097967,0.00739371534195933,0.0166358595194085,0.00184842883548983
Otu105,0.044362292051756,0.00184842883548983,0,0,0,0,0,0,0,0,0.0757855822550832
Otu14969,0,0,0,0.0573012939001848,0.00184842883548983,0.00369685767097967,0,0,0.00184842883548983,0,0
Otu10360,0.00739371534195933,0,0,0,0,0,0,0,0,0,0
Otu290,0.00369685767097967,0.00184842883548983,0,0,0.00369685767097967,0.00369685767097967,0,0,0,0,0
