,X10_2S_H_C_0,X11_2S_H_C_0,X12_2S_H_C_0,X13_2S_H_C_0,X14_2S_H_C_0,X15_2S_H_C_0,X16_2S_H_C_0,X17_2S_H_C_0,X18_2S_H_C_0,X19_2S_H_C_0,X20_2S_H_C_0
Otu1514,0.00184842883548983,0.103512014787431,0.0129390018484288,0.0055452865064695,0.0147874306839187,0.00184842883548983,0.00369685767097967,0.011090573012939,0.00184842883548983,0.00184842883548983,0
Otu53,0.00369685767097967,0.022181146025878,0.312384473197782,0.011090573012939,0.0147874306839187,0.11645101663586,0.00184842883548983,0.0166358595194085,0.00184842883548983,0.00924214417744917,0.0240295748613678
Otu5576,0.022181146025878,0,0,0,0,0.00369685767097967,0,0,0,0,0
Otu143,0.00369685767097967,0,0,0.00739371534195933,0.00184842883548983,0.0499075785582255,0.0055452865064695,0.0129390018484288,0,0,0
Otu52,0.0813308687615527,0.0702402957486137,0.0462107208872458,0.022181146025878,0.0739371534195934,0.00739371534195933,0.0055452865064695,0.066543438077634,0.0240295748613678,0.0314232902033272,0.288354898336414
Otu440,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu9728,0.00369685767097967,0.044362292051756,0.0203327171903882,0.0314232902033272,0.0055452865064695,0.00369685767097967,0.0166358595194085,0.0147874306839187,0.011090573012939,0.0480591497227357,0.044362292051756
Otu21,0.0961182994454713,0.0683918669131238,0.088724584103512,0.375231053604436,0.0258780036968577,0.0406654343807763,0.0425138632162662,0.0702402957486137,0.0517560073937153,0.229205175600739,0.120147874306839
Otu148,0.0055452865064695,0.00369685767097967,0.00369685767097967,0,0.00924214417744917,0.0388170055452865,0.00369685767097967,0,0,0.00184842883548983,0
Otu1308,0,0,0,0.00184842883548983,0,0,0,0.00184842883548983,0,0,0
Otu409,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0,0,0.0369685767097967,0.0203327171903882
Otu146,0,0,0.00739371534195933,0.0129390018484288,0.00184842883548983,0,0,0.00924214417744917,0,0.00369685767097967,0.00184842883548983
Otu9266,0,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu34,0,0,0,0,0,0,0,0,0,0,0.0129390018484288
Otu325,0.00184842883548983,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu385,0.00184842883548983,0,0,0.00369685767097967,0,0,0,0,0.00924214417744917,0.00184842883548983,0.0147874306839187
Otu105,0,0.011090573012939,0.00369685767097967,0.0258780036968577,0.0240295748613678,0.00184842883548983,0,0,0.00184842883548983,0,0
Otu14969,0,0,0,0.00369685767097967,0,0,0,0,0,0.00369685767097967,0
Otu290,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0,0.0055452865064695,0,0.00184842883548983,0.00184842883548983,0.00184842883548983
Otu277,0.00369685767097967,0.00184842883548983,0,0.00369685767097967,0.00369685767097967,0.0295748613678373,0,0.0055452865064695,0,0,0
Otu118,0.00184842883548983,0.0166358595194085,0.00369685767097967,0.033271719038817,0.00184842883548983,0,0,0,0,0.0295748613678373,0
Otu180,0,0,0,0,0,0,0,0.0295748613678373,0,0,0.00369685767097967
Otu1169,0,0,0,0.00369685767097967,0,0,0,0,0.00184842883548983,0.00184842883548983,0
Otu7789,0,0.00184842883548983,0.0055452865064695,0.00184842883548983,0,0,0,0,0,0.0184842883548983,0
Otu882,0,0,0,0,0,0,0,0,0,0,0.00369685767097967
Otu628,0,0.00369685767097967,0,0,0,0,0,0,0,0,0.00184842883548983
Otu808,0.00184842883548983,0.00369685767097967,0,0.00184842883548983,0.00184842883548983,0,0,0.0055452865064695,0,0.0147874306839187,0.00369685767097967
Otu7964,0,0,0,0,0,0,0,0,0,0.00369685767097967,0
Otu570,0,0,0,0.00184842883548983,0,0,0,0,0,0,0
Otu823,0,0.011090573012939,0.00369685767097967,0,0,0,0,0,0,0,0.00184842883548983
Otu11878,0,0.0166358595194085,0.0055452865064695,0.00184842883548983,0.00369685767097967,0.00369685767097967,0,0.00184842883548983,0.00184842883548983,0,0
Otu56,0,0.00184842883548983,0,0,0,0,0,0.0147874306839187,0.00369685767097967,0.0258780036968577,0.0240295748613678
Otu9,0.00369685767097967,0.0314232902033272,0.011090573012939,0.055452865064695,0.0055452865064695,0.00184842883548983,0.00184842883548983,0.022181146025878,0.0314232902033272,0.0277264325323475,0.10720887245841
Otu141,0,0,0.00184842883548983,0.0055452865064695,0.00184842883548983,0,0,0.00369685767097967,0,0.00184842883548983,0.00184842883548983
Otu661,0,0,0,0,0,0,0,0,0,0.00369685767097967,0
Otu327,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu1762,0,0.0055452865064695,0.00184842883548983,0.00184842883548983,0,0,0,0,0,0,0
Otu380,0,0.00739371534195933,0.00184842883548983,0,0.00739371534195933,0.00184842883548983,0,0.00369685767097967,0.0055452865064695,0.00739371534195933,0
Otu48,0.00739371534195933,0.11275415896488,0.103512014787431,0.0351201478743068,0.0203327171903882,0.0055452865064695,0,0.0203327171903882,0.0166358595194085,0.0314232902033272,0.0184842883548983
Otu322,0,0.00184842883548983,0,0,0,0,0,0,0,0,0.00369685767097967
Otu1112,0,0,0,0,0,0,0.00184842883548983,0,0,0,0
