,X10_3N_N_N_1,X11_3N_N_N_1,X12_3N_N_N_1,X13_3N_N_N_1,X14_3N_N_N_1,X15_3N_N_N_1,X16_3N_N_N_1,X17_3N_N_N_1,X18_3N_N_N_1,X19_3N_N_N_1,X20_3N_N_N_1
Otu53,0.438077634011091,0.44547134935305,0.011090573012939,0.044362292051756,0,0.0517560073937153,0.0184842883548983,0,0.00924214417744917,0.011090573012939,0.00184842883548983
Otu5576,0,0,0,0.00369685767097967,0,0.00184842883548983,0,0,0,0.0203327171903882,0
Otu143,0,0,0.00369685767097967,0.0351201478743068,0,0.00739371534195933,0.00184842883548983,0.00369685767097967,0,0,0
Otu52,0.0277264325323475,0.0129390018484288,0.0240295748613678,0.0258780036968577,0.0351201478743068,0.00369685767097967,0.0462107208872458,0.0184842883548983,0.099815157116451,0.011090573012939,0.0388170055452865
Otu440,0,0,0,0.00184842883548983,0,0.00369685767097967,0.0295748613678373,0,0,0.00369685767097967,0
Otu9728,0.00184842883548983,0.0573012939001848,0.0702402957486137,0.033271719038817,0.022181146025878,0.0499075785582255,0.0462107208872458,0.0536044362292052,0.11460258780037,0.066543438077634,0.190388170055453
Otu21,0.306839186691312,0.0924214417744917,0.101663585951941,0.153419593345656,0.0868761552680222,0.182994454713494,0.149722735674677,0.0628465804066543,0.0942698706099815,0.0979667282809612,0.105360443622921
Otu148,0,0.00369685767097967,0,0.00369685767097967,0.00184842883548983,0.0240295748613678,0.0129390018484288,0.00184842883548983,0,0.00739371534195933,0.00369685767097967
Otu1308,0,0,0.00184842883548983,0.00184842883548983,0,0,0,0,0.00369685767097967,0,0
Otu409,0.00184842883548983,0,0,0,0,0,0.00184842883548983,0.00369685767097967,0.011090573012939,0.022181146025878,0.00369685767097967
Otu146,0.011090573012939,0.0055452865064695,0.00369685767097967,0.11275415896488,0.00739371534195933,0.00369685767097967,0,0.00369685767097967,0.0184842883548983,0.00184842883548983,0.00184842883548983
Otu640,0,0,0,0.00369685767097967,0.00924214417744917,0,0.00924214417744917,0,0,0.00184842883548983,0
Otu34,0.00184842883548983,0,0,0,0.149722735674677,0.0184842883548983,0.00369685767097967,0.0166358595194085,0.066543438077634,0,0
Otu325,0,0,0,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0
Otu385,0.0055452865064695,0.00184842883548983,0,0.00184842883548983,0.00924214417744917,0,0,0,0,0.00184842883548983,0.00184842883548983
Otu313,0,0,0.00184842883548983,0,0.00184842883548983,0,0.00184842883548983,0,0.00369685767097967,0.00369685767097967,0.00184842883548983
Otu105,0,0,0,0,0,0,0,0,0,0.0055452865064695,0
Otu14969,0,0,0,0.00369685767097967,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0,0.0203327171903882,0.00184842883548983
Otu10360,0.0055452865064695,0.00184842883548983,0,0.00924214417744917,0,0,0,0,0,0,0
