,X10_8S_N_C_0,X11_8S_N_C_0,X12_8S_N_C_0,X13_8S_N_C_0,X14_8S_N_C_0,X15_8S_N_C_0,X16_8S_N_C_0,X17_8S_N_C_0,X18_8S_N_C_0,X19_8S_N_C_0,X20_8S_N_C_0
Otu1514,0,0.00924214417744917,0.0258780036968577,0,0,0.00924214417744917,0.0055452865064695,0.00924214417744917,0.22365988909427,0.0055452865064695,0
Otu53,0.00369685767097967,0.00739371534195933,0.0536044362292052,0.088724584103512,0,0.00924214417744917,0.0055452865064695,0.0646950092421442,0.0055452865064695,0.0203327171903882,0.00369685767097967
Otu5576,0.00184842883548983,0,0.00739371534195933,0.00369685767097967,0,0,0,0,0.00184842883548983,0.00184842883548983,0
Otu143,0.00924214417744917,0.0203327171903882,0.0258780036968577,0.011090573012939,0.0166358595194085,0.0166358595194085,0,0.00184842883548983,0,0.00184842883548983,0
Otu52,0.00184842883548983,0.101663585951941,0.0203327171903882,0.00184842883548983,0.0055452865064695,0.00739371534195933,0.0258780036968577,0.0277264325323475,0.0147874306839187,0.0314232902033272,0.0314232902033272
Otu440,0,0,0.00369685767097967,0.00369685767097967,0.00184842883548983,0.00739371534195933,0,0,0,0.00369685767097967,0.00184842883548983
Otu9728,0.0055452865064695,0.0425138632162662,0.0499075785582255,0.0129390018484288,0.0129390018484288,0.00924214417744917,0.0425138632162662,0.055452865064695,0.011090573012939,0.0628465804066543,0.21996303142329
Otu21,0.484288354898336,0.146025878003697,0.0351201478743068,0.00924214417744917,0.011090573012939,0.120147874306839,0.0646950092421442,0.184842883548983,0.0979667282809612,0.077634011090573,0.118299445471349
Otu148,0.00369685767097967,0.077634011090573,0.00184842883548983,0.0166358595194085,0.0831792975970425,0.0591497227356747,0.0166358595194085,0.00739371534195933,0.00184842883548983,0,0.00184842883548983
Otu409,0.0055452865064695,0,0,0,0,0,0.0055452865064695,0,0,0,0
Otu146,0.0055452865064695,0.0480591497227357,0.00184842883548983,0.0055452865064695,0,0.00184842883548983,0.00739371534195933,0.00369685767097967,0,0.00369685767097967,0.0462107208872458
Otu9266,0,0,0,0,0.00184842883548983,0,0,0,0,0,0.00369685767097967
Otu640,0.00184842883548983,0.00369685767097967,0.0055452865064695,0.0055452865064695,0.011090573012939,0,0.00369685767097967,0.00184842883548983,0,0.00184842883548983,0
Otu34,0.00369685767097967,0,0,0.0757855822550832,0,0,0.0536044362292052,0.0055452865064695,0,0,0.00184842883548983
Otu325,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0,0,0,0
Otu385,0.0277264325323475,0.00184842883548983,0.00184842883548983,0,0.0055452865064695,0,0,0,0.00739371534195933,0,0
