,X10_7S_H_C_2,X11_7S_H_C_2,X12_7S_H_C_2,X13_7S_H_C_2,X14_7S_H_C_2,X15_7S_H_C_2,X16_7S_H_C_2,X17_7S_H_C_2,X18_7S_H_C_2,X19_7S_H_C_2,X20_7S_H_C_2
Otu1514,0,0,0,0,0.00369685767097967,0.00924214417744917,0,0.00184842883548983,0,0,0
Otu53,0.121996303142329,0.343807763401109,0.0166358595194085,0.0147874306839187,0.0462107208872458,0.00369685767097967,0.0351201478743068,0,0.022181146025878,0.216266173752311,0.00924214417744917
Otu5576,0,0,0,0,0,0,0.00924214417744917,0.00184842883548983,0.00184842883548983,0,0
Otu143,0.00369685767097967,0.00184842883548983,0.0184842883548983,0.0591497227356747,0.00369685767097967,0.0147874306839187,0.00369685767097967,0,0,0.00184842883548983,0
Otu52,0.00184842883548983,0.0295748613678373,0.11645101663586,0.00184842883548983,0,0.00739371534195933,0.0147874306839187,0.066543438077634,0.066543438077634,0.0129390018484288,0.00924214417744917
Otu440,0,0,0,0.00184842883548983,0,0,0,0.00739371534195933,0,0.00184842883548983,0
Otu9728,0.0406654343807763,0.00369685767097967,0.011090573012939,0.0258780036968577,0.0517560073937153,0.011090573012939,0.0425138632162662,0.118299445471349,0.10720887245841,0.0240295748613678,0.0757855822550832
Otu21,0.0573012939001848,0.147874306839187,0.0683918669131238,0.00924214417744917,0.0850277264325323,0.0628465804066543,0.088724584103512,0.0942698706099815,0.103512014787431,0.077634011090573,0.0388170055452865
Otu148,0.011090573012939,0,0.0203327171903882,0.0794824399260629,0.0184842883548983,0.0739371534195934,0.011090573012939,0,0.00184842883548983,0.00369685767097967,0
Otu1308,0.0166358595194085,0,0,0,0,0.00369685767097967,0,0,0,0,0
Otu409,0,0,0,0,0,0,0.00739371534195933,0.00369685767097967,0,0,0
Otu146,0,0,0.0850277264325323,0.011090573012939,0.0184842883548983,0.00739371534195933,0,0.00184842883548983,0,0,0.00184842883548983
Otu9266,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0,0.00184842883548983,0,0
Otu640,0.00369685767097967,0.00369685767097967,0.00184842883548983,0.00924214417744917,0.00184842883548983,0,0,0,0,0,0
Otu34,0,0,0.0924214417744917,0,0.00924214417744917,0,0,0.011090573012939,0,0,0
Otu325,0,0,0,0,0,0,0,0,0,0.011090573012939,0
Otu385,0.00369685767097967,0,0.00369685767097967,0.00369685767097967,0,0,0,0,0,0.0147874306839187,0
Otu313,0.00184842883548983,0,0,0.0129390018484288,0.00369685767097967,0,0,0.00369685767097967,0.00184842883548983,0,0
Otu105,0,0.00369685767097967,0,0,0,0,0,0,0,0,0
Otu14969,0.00369685767097967,0,0.00739371534195933,0,0.00924214417744917,0.00369685767097967,0,0,0.00369685767097967,0,0
Otu10360,0,0,0.00369685767097967,0,0,0,0,0,0.00184842883548983,0,0
Otu290,0,0.0055452865064695,0,0,0,0,0,0.00369685767097967,0,0,0.00184842883548983
Otu277,0.00184842883548983,0.00369685767097967,0.00924214417744917,0.0499075785582255,0.00739371534195933,0.0868761552680222,0,0,0.00184842883548983,0,0
Otu118,0.011090573012939,0.044362292051756,0.00184842883548983,0,0.00369685767097967,0,0.00739371534195933,0.00369685767097967,0,0,0
Otu4757,0,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu180,0,0,0,0,0.103512014787431,0.00369685767097967,0.00369685767097967,0.00184842883548983,0.00184842883548983,0.00739371534195933,0.00184842883548983
Otu7789,0,0,0.00184842883548983,0.00184842883548983,0,0.00369685767097967,0,0,0.00924214417744917,0,0
Otu882,0,0,0,0.00369685767097967,0,0,0,0,0,0.00369685767097967,0.00184842883548983
Otu628,0,0,0,0,0.00184842883548983,0,0,0.00369685767097967,0,0,0
Otu808,0,0.0055452865064695,0,0.00184842883548983,0,0.0184842883548983,0.00924214417744917,0.0055452865064695,0.00369685767097967,0.00369685767097967,0.00184842883548983
Otu7964,0,0,0,0.011090573012939,0,0,0,0,0,0,0
Otu11878,0,0,0,0.022181146025878,0,0.0240295748613678,0.00369685767097967,0,0,0,0
Otu56,0.055452865064695,0,0.00369685767097967,0.0184842883548983,0.0646950092421442,0.0184842883548983,0.0184842883548983,0.033271719038817,0.0794824399260629,0.0258780036968577,0.00924214417744917
Otu9,0.099815157116451,0.0314232902033272,0.0517560073937153,0.0813308687615527,0.105360443622921,0.0129390018484288,0.0702402957486137,0.0240295748613678,0.127541589648799,0.0628465804066543,0.731977818853974
Otu141,0,0,0.00369685767097967,0,0,0,0,0.11645101663586,0.00184842883548983,0.0055452865064695,0
Otu661,0.011090573012939,0,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0.00369685767097967,0
Otu327,0,0,0.00184842883548983,0.00739371534195933,0,0,0,0,0,0.00184842883548983,0
Otu571,0,0,0,0.00184842883548983,0,0,0,0,0,0,0
Otu1762,0.0055452865064695,0,0,0,0.00184842883548983,0,0,0,0.0055452865064695,0,0
Otu353,0,0,0,0,0,0,0,0.0203327171903882,0,0,0
Otu380,0.0184842883548983,0.00369685767097967,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0
Otu48,0.00739371534195933,0.179297597042514,0.00739371534195933,0.00184842883548983,0.0055452865064695,0.0277264325323475,0.0055452865064695,0.00369685767097967,0.0166358595194085,0.00739371534195933,0.00369685767097967
Otu322,0.00924214417744917,0,0,0,0,0,0.00184842883548983,0.00369685767097967,0.00924214417744917,0.00924214417744917,0
Otu1112,0,0.00184842883548983,0,0,0,0,0,0,0.00184842883548983,0,0
Otu25,0,0,0.00739371534195933,0.00184842883548983,0.00184842883548983,0,0.0277264325323475,0,0,0.00184842883548983,0
Otu169,0,0.00184842883548983,0.00739371534195933,0,0,0.00924214417744917,0.0055452865064695,0.00184842883548983,0.00739371534195933,0.00184842883548983,0
Otu9033,0,0,0.00369685767097967,0.0166358595194085,0,0,0,0,0,0.00184842883548983,0
Otu1629,0,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu7609,0,0,0.00369685767097967,0,0,0,0.00184842883548983,0,0,0,0
Otu1146,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0,0,0,0.00184842883548983,0
Otu184,0.066543438077634,0,0.00184842883548983,0.0055452865064695,0.00184842883548983,0.011090573012939,0.0314232902033272,0,0,0.00739371534195933,0.00369685767097967
Otu9521,0.00369685767097967,0,0,0,0,0,0,0,0,0,0
Otu945,0,0,0,0,0,0,0.00369685767097967,0,0,0,0
Otu293,0,0.0129390018484288,0.00184842883548983,0.00739371534195933,0,0.00184842883548983,0.00184842883548983,0,0,0,0
Otu106,0.011090573012939,0.0055452865064695,0.00369685767097967,0.0055452865064695,0.0055452865064695,0.00184842883548983,0.00184842883548983,0.00739371534195933,0.00924214417744917,0.022181146025878,0.00184842883548983
Otu2054,0.00369685767097967,0,0,0.0166358595194085,0.0055452865064695,0.0203327171903882,0,0,0,0,0
Otu1200,0.00184842883548983,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu273,0.00184842883548983,0,0,0,0,0.00184842883548983,0.0055452865064695,0.00369685767097967,0,0,0
Otu165,0,0,0,0,0,0.00369685767097967,0.0166358595194085,0.00369685767097967,0,0,0
Otu383,0,0,0,0,0.00184842883548983,0.00369685767097967,0.00184842883548983,0.00184842883548983,0.00369685767097967,0.00184842883548983,0
Otu354,0,0,0.00369685767097967,0.00369685767097967,0,0.00369685767097967,0,0.00184842883548983,0,0.0055452865064695,0.00184842883548983
Otu391,0.00184842883548983,0,0,0.00369685767097967,0,0,0,0.00184842883548983,0,0.00369685767097967,0
Otu13518,0,0,0,0,0,0.0184842883548983,0.0425138632162662,0,0,0,0
Otu129,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0
Otu2612,0,0,0.00369685767097967,0,0.00184842883548983,0.00369685767097967,0,0,0.00369685767097967,0,0
Otu2783,0,0,0,0.00369685767097967,0,0,0.00739371534195933,0,0,0,0
Otu10902,0,0,0,0.00369685767097967,0,0,0,0,0,0,0
Otu159,0,0,0,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0
Otu920,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu2247,0,0,0.00369685767097967,0,0,0,0,0,0,0,0
Otu1674,0.00184842883548983,0,0,0,0,0,0,0,0.00184842883548983,0,0
Otu191,0,0,0.00369685767097967,0,0,0,0,0,0.011090573012939,0,0.00184842883548983
Otu407,0.00184842883548983,0,0.00184842883548983,0,0,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0,0
Otu192,0,0,0,0,0,0.00739371534195933,0.00924214417744917,0.0166358595194085,0.011090573012939,0,0
Otu157,0,0,0.00184842883548983,0,0,0.00184842883548983,0.00369685767097967,0,0.00369685767097967,0.00184842883548983,0.00369685767097967
Otu17,0,0,0,0,0,0,0,0.00184842883548983,0,0.0850277264325323,0.0166358595194085
Otu878,0,0,0,0,0,0,0,0,0,0.118299445471349,0
Otu791,0,0.00184842883548983,0,0,0.00369685767097967,0.00184842883548983,0,0,0,0,0
Otu763,0,0,0,0,0,0,0.00184842883548983,0,0,0,0
Otu359,0,0,0.00184842883548983,0.0166358595194085,0,0,0,0,0,0,0
Otu13321,0,0,0,0,0,0,0.00369685767097967,0,0,0,0
Otu730,0.00369685767097967,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0,0
Otu401,0,0,0,0,0,0.00924214417744917,0,0,0,0,0
Otu12284,0.00369685767097967,0,0,0.0055452865064695,0.00184842883548983,0.0055452865064695,0,0,0.00184842883548983,0,0
Otu4998,0,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu794,0,0,0.00369685767097967,0,0,0,0,0,0,0,0
Otu89,0.00184842883548983,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0,0.00739371534195933,0.00184842883548983
Otu1817,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu181,0.00739371534195933,0,0.00369685767097967,0,0,0.0129390018484288,0,0,0.0129390018484288,0.00184842883548983,0.00184842883548983
Otu197,0.00184842883548983,0,0,0,0.00184842883548983,0.00739371534195933,0,0.00184842883548983,0.00369685767097967,0,0
Otu817,0,0,0,0.00184842883548983,0,0,0,0.00369685767097967,0,0,0
Otu9952,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu1218,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu813,0,0.00369685767097967,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0,0
Otu1312,0,0,0,0,0,0.00184842883548983,0,0,0.00369685767097967,0,0
Otu267,0.00184842883548983,0,0,0.00924214417744917,0,0.00739371534195933,0,0,0,0,0
Otu404,0,0,0.00369685767097967,0,0.0055452865064695,0,0,0,0.0147874306839187,0,0
Otu236,0,0,0.00739371534195933,0.0184842883548983,0,0.00739371534195933,0.00184842883548983,0,0,0.00369685767097967,0
Otu361,0,0.066543438077634,0,0.00369685767097967,0,0,0,0,0,0,0
Otu1589,0,0,0,0,0,0,0.00184842883548983,0.00369685767097967,0,0,0.00184842883548983
