,X10_15N_H_N_0,X11_15N_H_N_0,X12_15N_H_N_0,X13_15N_H_N_0,X14_15N_H_N_0,X15_15N_H_N_0,X16_15N_H_N_0,X17_15N_H_N_0,X18_15N_H_N_0,X19_15N_H_N_0,X20_15N_H_N_0
Otu1514,0.022181146025878,0,0.0055452865064695,0.0055452865064695,0,0.0129390018484288,0,0,0,0.011090573012939,0.0129390018484288
Otu53,0.00184842883548983,0.0277264325323475,0.00369685767097967,0.157116451016636,0.00369685767097967,0.182994454713494,0,0.0480591497227357,0.421441774491682,0.00924214417744917,0.011090573012939
Otu5576,0,0,0,0,0,0.0258780036968577,0,0.00184842883548983,0.00184842883548983,0,0
Otu143,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.0369685767097967,0.0425138632162662,0,0,0,0.00184842883548983
Otu52,0.00369685767097967,0.0480591497227357,0.0646950092421442,0.011090573012939,0.0258780036968577,0.00739371534195933,0.011090573012939,0.0480591497227357,0.0388170055452865,0.0831792975970425,0.00184842883548983
Otu9728,0.00924214417744917,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.0055452865064695,0.0055452865064695,0.00739371534195933,0.011090573012939,0.0147874306839187,0.011090573012939,0.103512014787431
Otu21,0.118299445471349,0.0425138632162662,0.0425138632162662,0.044362292051756,0.0757855822550832,0.0536044362292052,0.0924214417744917,0.0573012939001848,0.022181146025878,0.0628465804066543,0.0425138632162662
Otu148,0.0203327171903882,0,0,0.00369685767097967,0,0.0166358595194085,0.0314232902033272,0.00184842883548983,0,0,0
Otu1308,0,0,0.00184842883548983,0.00739371534195933,0,0,0,0,0.00369685767097967,0,0
Otu146,0,0,0.0203327171903882,0.0240295748613678,0.00739371534195933,0.00369685767097967,0,0,0,0,0
Otu9266,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu34,0,0,0,0,0,0.00369685767097967,0,0,0.0055452865064695,0,0
Otu325,0,0,0,0.00184842883548983,0,0.00184842883548983,0.0055452865064695,0,0,0,0
Otu385,0.0055452865064695,0,0,0,0,0,0,0,0,0.00184842883548983,0.0258780036968577
Otu313,0.00184842883548983,0,0,0,0.00184842883548983,0,0,0,0,0.00184842883548983,0
Otu105,0,0,0,0,0.0961182994454713,0.0147874306839187,0,0,0.099815157116451,0,0
Otu14969,0,0.00184842883548983,0,0,0,0,0,0.0147874306839187,0,0,0
Otu290,0.00184842883548983,0,0,0,0,0.00184842883548983,0.00369685767097967,0.00184842883548983,0.00184842883548983,0.00184842883548983,0
Otu277,0.00369685767097967,0,0.00184842883548983,0,0,0.00369685767097967,0,0,0,0,0
Otu118,0.0720887245841035,0.00184842883548983,0.00739371534195933,0.011090573012939,0.0055452865064695,0,0.011090573012939,0.00184842883548983,0.00184842883548983,0.022181146025878,0
Otu180,0,0,0,0,0,0,0,0.0499075785582255,0.00924214417744917,0,0
Otu7789,0,0.00184842883548983,0.00739371534195933,0,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0.00369685767097967,0,0.00184842883548983
Otu628,0.0055452865064695,0,0,0,0,0,0,0,0,0.00369685767097967,0
Otu808,0,0,0,0.00184842883548983,0,0.00369685767097967,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00369685767097967
Otu7964,0.00924214417744917,0,0,0,0,0,0,0,0.00739371534195933,0,0
Otu823,0,0.0055452865064695,0.00369685767097967,0,0.0055452865064695,0,0,0,0,0,0
Otu11878,0.00739371534195933,0.00184842883548983,0,0,0,0.00184842883548983,0.00924214417744917,0,0,0,0.00184842883548983
Otu56,0.0609981515711645,0,0,0.0055452865064695,0,0.0166358595194085,0.00184842883548983,0.0277264325323475,0.044362292051756,0.055452865064695,0.0166358595194085
Otu9,0.105360443622921,0.00924214417744917,0.00739371534195933,0.0129390018484288,0,0.0129390018484288,0.0609981515711645,0.0462107208872458,0.044362292051756,0.0905730129390018,0.541589648798521
Otu141,0,0,0,0.0055452865064695,0,0,0,0.00184842883548983,0.00924214417744917,0.00184842883548983,0.00184842883548983
Otu661,0.0129390018484288,0,0,0,0,0,0,0,0,0,0
Otu327,0,0.00184842883548983,0,0,0.00184842883548983,0.00369685767097967,0,0,0,0,0
Otu571,0,0,0,0,0.00369685767097967,0,0,0,0,0,0
Otu1762,0.0055452865064695,0,0,0,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0,0,0.00184842883548983
Otu380,0,0,0.00184842883548983,0,0.00924214417744917,0.00184842883548983,0,0.00924214417744917,0,0,0
Otu48,0.0480591497227357,0.162661737523105,0.487985212569316,0.0573012939001848,0.00739371534195933,0.00184842883548983,0.055452865064695,0.0720887245841035,0.00739371534195933,0.00739371534195933,0
Otu322,0.0055452865064695,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu1112,0,0,0,0,0,0,0,0.00184842883548983,0,0,0
Otu25,0.0055452865064695,0.0129390018484288,0.00184842883548983,0.00924214417744917,0.0351201478743068,0.00369685767097967,0,0.066543438077634,0.00369685767097967,0,0.011090573012939
Otu169,0.0147874306839187,0,0.0055452865064695,0,0.0147874306839187,0.00369685767097967,0.00924214417744917,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00739371534195933
Otu9033,0,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu1629,0,0,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0
Otu2012,0,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu7609,0,0,0.00369685767097967,0,0,0,0.00184842883548983,0.00369685767097967,0.00369685767097967,0.00184842883548983,0
Otu1146,0,0,0,0.00184842883548983,0,0,0,0.00184842883548983,0,0.00184842883548983,0
Otu184,0.00369685767097967,0,0,0,0,0,0,0.00184842883548983,0,0.0055452865064695,0.00184842883548983
Otu293,0.00369685767097967,0,0,0,0,0,0,0.0129390018484288,0,0.0166358595194085,0
Otu106,0,0,0.0055452865064695,0.00184842883548983,0,0,0,0,0,0.00184842883548983,0.00369685767097967
Otu2054,0.00369685767097967,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu273,0.00739371534195933,0,0.0147874306839187,0.0184842883548983,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0.0055452865064695,0.00184842883548983
Otu165,0,0,0,0,0,0,0,0.0055452865064695,0,0,0
Otu383,0,0,0.00184842883548983,0,0,0,0,0.00184842883548983,0,0,0
Otu354,0,0.00184842883548983,0,0.00184842883548983,0.00369685767097967,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0
Otu391,0.00369685767097967,0,0.00184842883548983,0,0.00369685767097967,0,0,0.00924214417744917,0,0,0
Otu13518,0,0,0,0,0,0,0,0.0055452865064695,0,0.011090573012939,0.0055452865064695
Otu103,0,0,0,0,0,0,0.149722735674677,0.00369685767097967,0.0277264325323475,0.00184842883548983,0
Otu129,0,0,0,0,0,0.00184842883548983,0,0,0,0.022181146025878,0.00184842883548983
Otu2612,0,0,0,0,0,0,0,0.00184842883548983,0,0,0.00184842883548983
Otu1923,0,0,0,0,0,0,0,0.00184842883548983,0,0,0
Otu10902,0,0,0,0,0.0166358595194085,0,0,0,0,0,0
Otu159,0.0462107208872458,0,0,0,0,0,0,0,0,0,0
Otu191,0,0,0,0,0,0,0,0,0.00184842883548983,0.00369685767097967,0
Otu407,0,0.00184842883548983,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0.00369685767097967,0
