,X10_9N_N_N_2,X11_9N_N_N_2,X12_9N_N_N_2,X13_9N_N_N_2,X14_9N_N_N_2,X15_9N_N_N_2,X16_9N_N_N_2,X17_9N_N_N_2,X18_9N_N_N_2,X19_9N_N_N_2,X20_9N_N_N_2
Otu1514,0,0,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.0166358595194085,0,0,0,0
Otu53,0.22550831792976,0.033271719038817,0.0591497227356747,0.00369685767097967,0,0.0406654343807763,0.0240295748613678,0.00739371534195933,0.00369685767097967,0.00924214417744917,0
Otu5576,0.0055452865064695,0,0,0,0,0.00369685767097967,0.00924214417744917,0.00184842883548983,0,0,0
Otu143,0,0.00184842883548983,0.00739371534195933,0.0166358595194085,0,0.0055452865064695,0.011090573012939,0.00184842883548983,0,0.00739371534195933,0
Otu52,0.0573012939001848,0.0055452865064695,0.00369685767097967,0.243992606284658,0.00739371534195933,0.0646950092421442,0.0258780036968577,0.011090573012939,0.0609981515711645,0.00924214417744917,0.00369685767097967
Otu440,0,0,0,0,0,0,0.00184842883548983,0,0.00924214417744917,0.00184842883548983,0.0055452865064695
Otu9728,0.0536044362292052,0.0702402957486137,0.0388170055452865,0.055452865064695,0.033271719038817,0.0129390018484288,0.033271719038817,0.0683918669131238,0.173752310536044,0.0739371534195934,0.131238447319778
Otu21,0.0628465804066543,0.0240295748613678,0.0147874306839187,0.0609981515711645,0.0166358595194085,0.21996303142329,0.11275415896488,0.105360443622921,0.0831792975970425,0.0905730129390018,0.0646950092421442
Otu148,0.00924214417744917,0.0258780036968577,0.0055452865064695,0.0203327171903882,0.0258780036968577,0.0369685767097967,0.0277264325323475,0,0.00184842883548983,0.00739371534195933,0.00739371534195933
Otu1308,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu409,0.00369685767097967,0,0,0,0,0,0,0,0,0,0
Otu146,0,0.011090573012939,0.011090573012939,0.00184842883548983,0.0147874306839187,0.0184842883548983,0.0979667282809612,0.00369685767097967,0.0388170055452865,0,0.00739371534195933
Otu9266,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu640,0,0.00184842883548983,0,0,0.00184842883548983,0,0.00184842883548983,0.00369685767097967,0,0.0055452865064695,0
Otu34,0,0.00184842883548983,0.00184842883548983,0.0055452865064695,0.00369685767097967,0,0.00184842883548983,0.00369685767097967,0.0129390018484288,0.00369685767097967,0
Otu385,0.00184842883548983,0.00739371534195933,0,0.011090573012939,0,0.00184842883548983,0,0,0,0,0
Otu313,0.00184842883548983,0.00739371534195933,0,0.00184842883548983,0,0,0,0.00369685767097967,0,0.0203327171903882,0
Otu14969,0,0,0.0277264325323475,0.0240295748613678,0.00184842883548983,0.0055452865064695,0.00369685767097967,0,0,0,0
Otu10360,0,0,0,0.00184842883548983,0,0,0.00369685767097967,0,0,0,0
Otu290,0.00369685767097967,0,0.0055452865064695,0.011090573012939,0,0.00739371534195933,0,0,0,0,0
Otu277,0.00184842883548983,0.0129390018484288,0,0.0277264325323475,0,0.00739371534195933,0.00739371534195933,0,0,0,0
Otu118,0.011090573012939,0.162661737523105,0.317929759704251,0.00369685767097967,0.353049907578558,0.033271719038817,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0.00184842883548983
Otu4757,0.00184842883548983,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu180,0,0,0,0,0,0,0,0,0,0,0.00739371534195933
Otu1169,0,0.00184842883548983,0.00184842883548983,0.0055452865064695,0,0,0,0,0.00184842883548983,0,0.00184842883548983
Otu7789,0.00184842883548983,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0,0,0.00184842883548983
Otu882,0,0,0.00184842883548983,0,0,0,0,0.00184842883548983,0,0,0
Otu628,0,0,0.0055452865064695,0,0,0,0,0,0,0,0
Otu808,0.00184842883548983,0.011090573012939,0.00369685767097967,0.00369685767097967,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0,0.00184842883548983,0
Otu7964,0.00369685767097967,0,0.00184842883548983,0,0.00369685767097967,0,0.0055452865064695,0,0.00184842883548983,0.00369685767097967,0
Otu823,0,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0,0,0
Otu11878,0.00184842883548983,0.00369685767097967,0.0055452865064695,0.011090573012939,0.00369685767097967,0.00184842883548983,0.011090573012939,0.00369685767097967,0.0055452865064695,0.00184842883548983,0.00184842883548983
Otu56,0.00739371534195933,0.0203327171903882,0.0147874306839187,0.00924214417744917,0.0295748613678373,0.011090573012939,0.0166358595194085,0.0166358595194085,0.0277264325323475,0.0258780036968577,0.0295748613678373
Otu9,0.0425138632162662,0.11645101663586,0.153419593345656,0.0924214417744917,0.105360443622921,0.066543438077634,0.162661737523105,0.11645101663586,0.088724584103512,0.166358595194085,0.356746765249538
Otu661,0.00184842883548983,0.00369685767097967,0,0,0.0055452865064695,0,0.0184842883548983,0.00369685767097967,0.011090573012939,0.00184842883548983,0
Otu327,0,0,0,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0,0,0,0.00184842883548983
Otu571,0,0,0,0.00369685767097967,0,0,0,0,0,0,0
Otu1762,0.0055452865064695,0.00184842883548983,0.0129390018484288,0.0055452865064695,0,0,0,0.00184842883548983,0.00184842883548983,0,0
Otu380,0.00184842883548983,0,0.00184842883548983,0.011090573012939,0.00184842883548983,0.00369685767097967,0.00184842883548983,0.00369685767097967,0,0,0
Otu6658,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu48,0.0536044362292052,0.0961182994454713,0.10720887245841,0.0314232902033272,0.088724584103512,0.0314232902033272,0.0184842883548983,0.00184842883548983,0.011090573012939,0.022181146025878,0.011090573012939
Otu322,0.00369685767097967,0.0055452865064695,0,0,0,0,0,0.00369685767097967,0.00369685767097967,0.0055452865064695,0.00184842883548983
Otu1112,0,0,0.00184842883548983,0.00184842883548983,0.00369685767097967,0,0,0,0,0,0
Otu25,0,0,0.00184842883548983,0.0055452865064695,0,0,0,0.00184842883548983,0.00184842883548983,0,0.00184842883548983
Otu7198,0,0,0,0,0.00739371534195933,0,0,0,0,0,0.00184842883548983
Otu169,0.00184842883548983,0.00184842883548983,0,0.0055452865064695,0.00184842883548983,0.0258780036968577,0,0,0.00184842883548983,0.00739371534195933,0
Otu9033,0.00184842883548983,0,0.00369685767097967,0,0.00184842883548983,0,0,0,0,0,0
Otu1629,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu7609,0.00184842883548983,0,0.00369685767097967,0,0.00369685767097967,0.0240295748613678,0,0.0055452865064695,0.0055452865064695,0.00369685767097967,0
Otu1146,0,0.00184842883548983,0,0,0,0,0,0,0,0,0.00184842883548983
Otu184,0.00924214417744917,0.0055452865064695,0,0.00184842883548983,0.00184842883548983,0.00369685767097967,0,0.00184842883548983,0.00184842883548983,0.0166358595194085,0.00739371534195933
Otu9521,0.00369685767097967,0,0,0,0,0,0,0,0,0,0
Otu945,0.00739371534195933,0,0,0,0,0,0,0,0,0,0
Otu293,0.00184842883548983,0,0,0.00369685767097967,0.00369685767097967,0.00184842883548983,0,0,0,0,0.00184842883548983
