,X10_14S_N_C_2,X11_14S_N_C_2,X12_14S_N_C_2,X13_14S_N_C_2,X14_14S_N_C_2,X15_14S_N_C_2,X16_14S_N_C_2,X17_14S_N_C_2,X18_14S_N_C_2,X19_14S_N_C_2,X20_14S_N_C_2
Otu1514,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0.00369685767097967,0,0,0,0,0
Otu53,0,0.0720887245841035,0.00184842883548983,0,0.00739371534195933,0.432532347504621,0,0.0129390018484288,0.00369685767097967,0.0184842883548983,0.00369685767097967
Otu5576,0.022181146025878,0,0,0.0055452865064695,0,0.00369685767097967,0,0.00184842883548983,0,0.00184842883548983,0
Otu143,0,0,0,0.0499075785582255,0,0.00184842883548983,0.0184842883548983,0.00369685767097967,0.00184842883548983,0,0.00369685767097967
Otu52,0.147874306839187,0.0166358595194085,0.011090573012939,0.0055452865064695,0.00184842883548983,0.00369685767097967,0.022181146025878,0.0517560073937153,0.0129390018484288,0.0166358595194085,0.0240295748613678
Otu440,0,0.00739371534195933,0.00184842883548983,0,0,0,0,0,0,0.00369685767097967,0
Otu9728,0.0166358595194085,0.0295748613678373,0.0351201478743068,0.0129390018484288,0.0406654343807763,0.0314232902033272,0.00184842883548983,0.0203327171903882,0.101663585951941,0.0314232902033272,0.0609981515711645
Otu21,0.182994454713494,0.0129390018484288,0.0184842883548983,0.0388170055452865,0.011090573012939,0.0573012939001848,0.0868761552680222,0.249537892791128,0.077634011090573,0.0942698706099815,0.123844731977819
Otu148,0.00184842883548983,0.0055452865064695,0.0295748613678373,0.0184842883548983,0.00739371534195933,0.0129390018484288,0.0591497227356747,0.00184842883548983,0,0.00369685767097967,0.00184842883548983
Otu1308,0,0.00184842883548983,0,0.0129390018484288,0,0,0,0,0.00184842883548983,0,0
Otu146,0,0.044362292051756,0.00739371534195933,0.00369685767097967,0,0,0,0.0129390018484288,0,0.00184842883548983,0.00369685767097967
Otu9266,0,0,0,0,0,0,0,0.00184842883548983,0,0,0
Otu640,0,0,0.022181146025878,0,0.00184842883548983,0.00184842883548983,0,0,0.00184842883548983,0,0
Otu34,0,0,0.00369685767097967,0.00924214417744917,0.00184842883548983,0.0129390018484288,0.00184842883548983,0,0,0,0
Otu325,0,0.00184842883548983,0.0351201478743068,0.0129390018484288,0.033271719038817,0.00184842883548983,0.0573012939001848,0.00369685767097967,0.00184842883548983,0,0.00184842883548983
Otu385,0.0166358595194085,0.0184842883548983,0.0573012939001848,0.00369685767097967,0.00369685767097967,0,0,0,0.00184842883548983,0.00369685767097967,0
Otu313,0,0.00369685767097967,0.0055452865064695,0.00184842883548983,0,0,0,0.0055452865064695,0.00369685767097967,0.00924214417744917,0
Otu105,0,0,0,0,0,0.00184842883548983,0,0.0129390018484288,0,0,0.0203327171903882
Otu14969,0,0.00369685767097967,0,0,0.00184842883548983,0,0,0,0,0,0
Otu10360,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu290,0.00184842883548983,0,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0.00184842883548983,0
Otu277,0.00184842883548983,0.0184842883548983,0.00184842883548983,0.011090573012939,0.0295748613678373,0,0.00184842883548983,0.00184842883548983,0,0.0055452865064695,0
Otu118,0.0277264325323475,0.0129390018484288,0.011090573012939,0.0683918669131238,0.0388170055452865,0,0,0.00369685767097967,0,0.0240295748613678,0.00369685767097967
Otu4757,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu180,0,0,0,0,0,0,0,0,0,0.0055452865064695,0
Otu1169,0.00184842883548983,0.00184842883548983,0.0129390018484288,0,0,0,0,0,0.00184842883548983,0,0
Otu7789,0,0,0.00369685767097967,0,0,0,0,0,0,0,0
