,X10_24S_N_C_0,X11_24S_N_C_0,X12_24S_N_C_0,X13_24S_N_C_0,X14_24S_N_C_0,X15_24S_N_C_0,X16_24S_N_C_0,X17_24S_N_C_0,X18_24S_N_C_0,X19_24S_N_C_0,X20_24S_N_C_0
Otu1514,0.00369685767097967,0.00369685767097967,0.00369685767097967,0.00369685767097967,0.00924214417744917,0.00184842883548983,0,0,0,0,0
Otu53,0.589648798521257,0,0.00739371534195933,0.0203327171903882,0.044362292051756,0.0277264325323475,0.033271719038817,0.0258780036968577,0.0147874306839187,0,0.207024029574861
Otu5576,0,0.00184842883548983,0,0,0,0,0,0,0,0.0055452865064695,0
Otu143,0,0.00184842883548983,0.0813308687615527,0.0129390018484288,0.011090573012939,0.022181146025878,0,0.0055452865064695,0,0,0
Otu52,0.00369685767097967,0.0055452865064695,0.00369685767097967,0.011090573012939,0.011090573012939,0.0166358595194085,0.00924214417744917,0.0240295748613678,0.00739371534195933,0,0.022181146025878
Otu440,0,0,0,0.00184842883548983,0.0055452865064695,0.0055452865064695,0.00924214417744917,0,0.00184842883548983,0,0
Otu9728,0.0055452865064695,0.011090573012939,0.0517560073937153,0.011090573012939,0.0147874306839187,0.0129390018484288,0.0720887245841035,0.0794824399260629,0.055452865064695,0.0055452865064695,0.0388170055452865
Otu21,0.0425138632162662,0.0979667282809612,0.0147874306839187,0.0147874306839187,0.0129390018484288,0.121996303142329,0.0702402957486137,0.105360443622921,0.0517560073937153,0.033271719038817,0.0868761552680222
Otu148,0.0055452865064695,0.011090573012939,0.0055452865064695,0.2181146025878,0.0573012939001848,0.0462107208872458,0.0351201478743068,0,0.00184842883548983,0.00184842883548983,0.0055452865064695
Otu1308,0,0,0,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0,0,0,0
Otu146,0,0.0055452865064695,0.00184842883548983,0,0,0,0,0,0,0,0.00184842883548983
Otu9266,0,0,0.0258780036968577,0,0,0,0,0,0,0,0.00184842883548983
Otu640,0,0.00184842883548983,0.011090573012939,0,0,0,0,0,0,0.00184842883548983,0
Otu34,0,0,0,0,0,0.0184842883548983,0.00184842883548983,0.00739371534195933,0.203327171903882,0.768946395563771,0.0055452865064695
Otu325,0,0,0,0,0.00184842883548983,0,0,0,0,0,0
Otu385,0.0184842883548983,0,0,0,0.00369685767097967,0,0,0,0.00184842883548983,0,0
Otu313,0,0,0,0.00369685767097967,0,0,0.00369685767097967,0.00369685767097967,0,0,0
Otu105,0,0,0,0.00369685767097967,0,0,0,0,0,0,0
Otu14969,0.00184842883548983,0,0.00184842883548983,0,0.0055452865064695,0,0.00369685767097967,0.0147874306839187,0,0,0
Otu10360,0.0055452865064695,0.00369685767097967,0,0,0,0.0166358595194085,0,0,0,0,0
Otu290,0,0.0129390018484288,0,0,0,0.00184842883548983,0,0.00369685767097967,0,0,0
Otu277,0,0.0203327171903882,0.11090573012939,0.0480591497227357,0.0591497227356747,0.0609981515711645,0.0055452865064695,0.00184842883548983,0,0,0
Otu118,0.0129390018484288,0.088724584103512,0.00184842883548983,0.0203327171903882,0,0.0166358595194085,0,0.00184842883548983,0.00369685767097967,0,0
Otu4757,0,0,0,0.00184842883548983,0,0,0,0,0,0,0.00184842883548983
Otu180,0,0,0,0,0,0,0,0.00369685767097967,0.00369685767097967,0,0.00184842883548983
Otu7789,0.00184842883548983,0,0.00369685767097967,0,0,0,0,0,0.00369685767097967,0,0.00184842883548983
Otu882,0,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00369685767097967,0,0,0
Otu628,0.0055452865064695,0,0,0,0,0,0,0,0,0,0
Otu808,0.00184842883548983,0,0,0.00184842883548983,0.00184842883548983,0.0055452865064695,0.00184842883548983,0,0,0,0
Otu7964,0,0,0.00369685767097967,0,0.0055452865064695,0,0.00924214417744917,0,0.168207024029575,0,0
Otu823,0.00369685767097967,0.0055452865064695,0,0,0.00184842883548983,0,0,0,0,0,0
Otu11878,0.011090573012939,0,0,0.0166358595194085,0,0.0573012939001848,0.00369685767097967,0.00184842883548983,0.00184842883548983,0,0.00184842883548983
Otu56,0.0351201478743068,0.00184842883548983,0.0129390018484288,0.0184842883548983,0.00924214417744917,0.011090573012939,0.0499075785582255,0.0517560073937153,0.0388170055452865,0.00369685767097967,0.0129390018484288
Otu9,0.0277264325323475,0.0573012939001848,0.0517560073937153,0.0813308687615527,0.0425138632162662,0.0388170055452865,0.255083179297597,0.197781885397412,0.149722735674677,0.0480591497227357,0.321626617375231
Otu141,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu661,0.00369685767097967,0,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0,0.00369685767097967
Otu327,0,0,0.00184842883548983,0.00369685767097967,0.011090573012939,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0,0.00184842883548983
Otu1762,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0,0,0.00369685767097967,0,0,0.00739371534195933
Otu353,0,0.00184842883548983,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0
Otu380,0.00369685767097967,0,0.00184842883548983,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0,0.00184842883548983,0,0
Otu48,0.00369685767097967,0.308687615526802,0.0425138632162662,0.0166358595194085,0.00184842883548983,0.00924214417744917,0.0055452865064695,0.00924214417744917,0.0184842883548983,0.0166358595194085,0.0147874306839187
Otu322,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0,0,0,0,0,0,0
Otu1112,0.00739371534195933,0,0,0,0,0,0,0,0.00184842883548983,0,0
Otu25,0,0,0,0.0055452865064695,0,0,0,0,0,0,0
Otu4037,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu169,0.00184842883548983,0.00369685767097967,0,0,0,0.0166358595194085,0.00184842883548983,0.00184842883548983,0,0,0.00369685767097967
Otu9033,0,0.00184842883548983,0,0.0147874306839187,0.00369685767097967,0.00369685767097967,0.00369685767097967,0,0,0,0
Otu1629,0,0,0,0,0,0.00184842883548983,0,0,0,0,0
Otu7609,0,0,0,0.00739371534195933,0,0.00184842883548983,0.00369685767097967,0.00369685767097967,0,0,0
Otu1146,0,0.0055452865064695,0.00184842883548983,0.00369685767097967,0,0,0,0.00184842883548983,0,0,0
Otu184,0.0129390018484288,0.055452865064695,0.022181146025878,0,0.00739371534195933,0.011090573012939,0.00369685767097967,0,0.00184842883548983,0,0
Otu9521,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu293,0.00184842883548983,0.00369685767097967,0.00369685767097967,0,0,0,0,0,0,0,0
Otu106,0.00184842883548983,0.00369685767097967,0.00739371534195933,0,0,0.00184842883548983,0,0,0,0,0
Otu2054,0.00184842883548983,0.00369685767097967,0.0258780036968577,0.0166358595194085,0.0129390018484288,0.033271719038817,0.00184842883548983,0.00369685767097967,0,0,0
Otu1200,0,0,0,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0
Otu273,0.00184842883548983,0.00739371534195933,0.00184842883548983,0,0,0.00369685767097967,0.00739371534195933,0,0,0,0.00184842883548983
Otu165,0,0,0,0.00184842883548983,0,0.0129390018484288,0,0,0,0.00184842883548983,0.0129390018484288
Otu383,0.00184842883548983,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu354,0,0.00184842883548983,0,0.00184842883548983,0,0.00184842883548983,0.00184842883548983,0,0,0.00369685767097967,0
Otu391,0,0,0,0,0.00369685767097967,0,0,0,0,0,0
Otu13518,0.0203327171903882,0.0055452865064695,0,0.00184842883548983,0,0.00369685767097967,0.0055452865064695,0,0.00184842883548983,0,0
Otu129,0,0,0.00184842883548983,0,0,0,0.00369685767097967,0.0369685767097967,0.011090573012939,0.00184842883548983,0.00369685767097967
Otu2612,0,0.00369685767097967,0.00924214417744917,0,0,0,0,0,0.00184842883548983,0,0
Otu10902,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu159,0,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0,0,0
Otu1674,0,0,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0
Otu191,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0.00184842883548983,0,0.00184842883548983,0
Otu407,0,0.00184842883548983,0.00184842883548983,0,0,0,0.00184842883548983,0,0,0,0.00184842883548983
Otu1345,0,0,0,0.00739371534195933,0,0,0,0.00184842883548983,0,0,0
Otu192,0,0,0,0,0,0,0,0,0,0.00184842883548983,0.00184842883548983
Otu157,0,0,0,0,0,0.0499075785582255,0,0.00739371534195933,0.00739371534195933,0.00184842883548983,0
Otu17,0,0.0129390018484288,0,0,0,0,0,0,0.0277264325323475,0,0
Otu878,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0,0,0,0
Otu763,0,0.00184842883548983,0,0,0,0,0,0,0,0,0.00184842883548983
Otu359,0,0,0,0.0055452865064695,0.00739371534195933,0,0.00369685767097967,0,0,0,0
Otu13321,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
Otu8378,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu730,0,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0.00184842883548983,0,0
Otu401,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu12284,0,0,0.011090573012939,0,0,0,0,0.00184842883548983,0,0,0
Otu89,0,0.0055452865064695,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0.00369685767097967,0
Otu1464,0,0,0,0,0,0,0.0055452865064695,0,0,0,0
Otu181,0,0,0,0,0.00184842883548983,0,0.00369685767097967,0.0055452865064695,0,0,0
Otu197,0.00184842883548983,0,0,0,0.00924214417744917,0.00369685767097967,0.00739371534195933,0,0,0,0
Otu817,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu9952,0,0,0,0,0,0.0055452865064695,0.011090573012939,0,0,0,0
Otu1218,0,0,0,0,0,0.00369685767097967,0,0,0,0,0
Otu813,0,0.00739371534195933,0,0.00184842883548983,0,0,0,0,0,0,0.00184842883548983
Otu3110,0,0.00184842883548983,0,0,0,0,0,0.00184842883548983,0,0,0
Otu1312,0,0.00369685767097967,0.00369685767097967,0,0,0,0,0,0,0,0
Otu267,0.00739371534195933,0,0,0,0,0,0,0,0.0055452865064695,0.00369685767097967,0
Otu404,0.00184842883548983,0.00369685767097967,0,0,0,0,0,0,0,0.00184842883548983,0
Otu236,0,0,0,0.00184842883548983,0.0683918669131238,0.0147874306839187,0,0,0,0,0
Otu361,0,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu1589,0,0,0,0,0,0,0,0,0,0,0.00184842883548983
Otu4948,0,0,0,0,0,0,0.00184842883548983,0.00184842883548983,0,0,0
Otu207,0.0166358595194085,0.0055452865064695,0,0,0,0,0,0,0,0,0.00184842883548983
Otu6755,0,0,0,0,0,0,0.00369685767097967,0,0,0,0
Otu2330,0.00184842883548983,0,0,0,0,0,0,0,0,0,0
Otu1081,0,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu1247,0.00184842883548983,0,0.00369685767097967,0.00739371534195933,0,0,0.00184842883548983,0.00184842883548983,0,0,0
