,X10_4S_H_C_2,X11_4S_H_C_2,X12_4S_H_C_2,X13_4S_H_C_2,X14_4S_H_C_2,X15_4S_H_C_2,X16_4S_H_C_2,X17_4S_H_C_2,X18_4S_H_C_2,X19_4S_H_C_2,X20_4S_H_C_2
Otu1514,0.00739371534195933,0.0055452865064695,0.00369685767097967,0,0,0,0.0203327171903882,0.0055452865064695,0,0.00369685767097967,0
Otu53,0.0055452865064695,0.00184842883548983,0.0720887245841035,0.00739371534195933,0.011090573012939,0.275415896487985,0.0147874306839187,0.0757855822550832,0.0055452865064695,0.00369685767097967,0.0055452865064695
Otu5576,0.0129390018484288,0,0,0,0,0.00184842883548983,0,0.00184842883548983,0,0.0055452865064695,0
Otu143,0.00184842883548983,0,0,0.066543438077634,0.0166358595194085,0.044362292051756,0.00184842883548983,0.0129390018484288,0,0,0.0129390018484288
Otu52,0.088724584103512,0.00924214417744917,0,0.0184842883548983,0.033271719038817,0.0277264325323475,0.033271719038817,0.00924214417744917,0.0166358595194085,0.00739371534195933,0.0129390018484288
Otu440,0.00184842883548983,0.00184842883548983,0.0277264325323475,0.00184842883548983,0,0,0,0.0055452865064695,0.0055452865064695,0.00369685767097967,0.00369685767097967
Otu9728,0.0258780036968577,0.00924214417744917,0.022181146025878,0.0351201478743068,0.0720887245841035,0.0147874306839187,0.0573012939001848,0.0258780036968577,0.0628465804066543,0.0683918669131238,0.151571164510166
Otu21,0.044362292051756,0.0388170055452865,0.011090573012939,0.0258780036968577,0.0240295748613678,0.0702402957486137,0.138632162661738,0.162661737523105,0.168207024029575,0.101663585951941,0.0683918669131238
Otu148,0.00369685767097967,0.0129390018484288,0.033271719038817,0.0203327171903882,0.0203327171903882,0.099815157116451,0.00739371534195933,0.00369685767097967,0.0129390018484288,0.00739371534195933,0.00739371534195933
Otu1308,0.0166358595194085,0,0,0.00184842883548983,0,0,0,0,0,0,0.00369685767097967
Otu409,0,0,0,0,0,0,0,0,0,0.022181146025878,0
Otu146,0.00184842883548983,0,0.00184842883548983,0,0,0.0055452865064695,0,0.00924214417744917,0,0.00184842883548983,0.00369685767097967
Otu9266,0,0,0,0,0,0,0,0.00369685767097967,0.00184842883548983,0.00184842883548983,0.00369685767097967
Otu4782,0,0,0.00184842883548983,0,0,0,0,0,0,0,0
Otu34,0.00184842883548983,0,0,0,0,0.00184842883548983,0,0.0055452865064695,0,0.00369685767097967,0.0129390018484288
Otu325,0,0,0,0,0,0,0,0,0,0.00184842883548983,0
Otu385,0.0129390018484288,0.0055452865064695,0.0055452865064695,0,0,0,0,0,0,0.00184842883548983,0
Otu313,0.00369685767097967,0.00184842883548983,0.00184842883548983,0,0.00739371534195933,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0.00369685767097967,0
Otu105,0,0,0,0.0203327171903882,0,0.00184842883548983,0.00369685767097967,0,0,0.00739371534195933,0
Otu14969,0,0,0.00739371534195933,0.0129390018484288,0.0609981515711645,0,0.00924214417744917,0,0,0.0314232902033272,0
Otu10360,0,0,0,0,0,0,0.00739371534195933,0,0.0184842883548983,0,0.00184842883548983
Otu290,0.0203327171903882,0.00369685767097967,0,0.00184842883548983,0,0.00369685767097967,0.011090573012939,0,0,0,0
Otu277,0,0,0,0.00184842883548983,0.033271719038817,0.00924214417744917,0.00369685767097967,0,0,0.00369685767097967,0.00184842883548983
Otu118,0.033271719038817,0.00184842883548983,0.00739371534195933,0.0258780036968577,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00739371534195933,0.00184842883548983
Otu180,0,0,0,0,0.00369685767097967,0,0.00184842883548983,0.0147874306839187,0.00739371534195933,0.00739371534195933,0.00184842883548983
Otu1169,0,0,0.0517560073937153,0,0,0,0,0,0,0.00184842883548983,0
Otu7789,0.00184842883548983,0,0.00369685767097967,0.00184842883548983,0.00369685767097967,0.00184842883548983,0.00369685767097967,0.011090573012939,0.00369685767097967,0,0.00184842883548983
Otu628,0,0,0.00184842883548983,0,0,0,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00924214417744917,0
Otu808,0,0.00369685767097967,0.0055452865064695,0.00369685767097967,0.00739371534195933,0.0147874306839187,0.00369685767097967,0.00369685767097967,0.00739371534195933,0,0.00369685767097967
