,X10_13N_N_N_0,X11_13N_N_N_0,X12_13N_N_N_0,X13_13N_N_N_0,X14_13N_N_N_0,X15_13N_N_N_0,X16_13N_N_N_0,X17_13N_N_N_0,X18_13N_N_N_0,X19_13N_N_N_0,X20_13N_N_N_0
Otu234,0.0056390977443609,0.00469924812030075,0.0234962406015038,0.0150375939849624,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00281954887218045,0.0018796992481203,0.00281954887218045,0.0018796992481203
Otu411,0,0,0,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0.0018796992481203
Otu47,0.0216165413533835,0.093984962406015,0.227443609022556,0.0996240601503759,0.087406015037594,0.0140977443609023,0.0714285714285714,0.0526315789473684,0.0535714285714286,0.0338345864661654,0.0319548872180451
Otu402,0.00093984962406015,0,0.00281954887218045,0.00469924812030075,0,0,0.00469924812030075,0,0,0,0
Otu195,0.012218045112782,0.0244360902255639,0.012218045112782,0.012218045112782,0.0131578947368421,0.0075187969924812,0.0103383458646617,0.0112781954887218,0.0197368421052632,0.0169172932330827,0.0169172932330827
Otu13013,0,0,0,0.0018796992481203,0,0,0,0,0.00093984962406015,0,0
Otu1019,0,0,0,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015
Otu433,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0
Otu11910,0.00469924812030075,0,0,0.0037593984962406,0.0018796992481203,0,0,0.00093984962406015,0,0.00093984962406015,0
Otu13759,0,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015,0,0
Otu284,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.0018796992481203,0.00281954887218045,0.00093984962406015,0.00281954887218045,0.00281954887218045,0,0.0018796992481203
Otu677,0.00093984962406015,0,0,0,0,0,0.0018796992481203,0,0,0,0
Otu3222,0,0,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015
Otu1395,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1605,0.0018796992481203,0.00093984962406015,0,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0
Otu569,0.0018796992481203,0,0.0075187969924812,0,0.00093984962406015,0,0,0.0018796992481203,0,0.0037593984962406,0.00093984962406015
Otu1682,0,0,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0
Otu1000,0.0018796992481203,0,0,0.00469924812030075,0.00093984962406015,0,0,0.0018796992481203,0,0.00093984962406015,0.0018796992481203
Otu323,0.0093984962406015,0,0.00281954887218045,0.0037593984962406,0.00281954887218045,0.00469924812030075,0.0018796992481203,0.0056390977443609,0.00845864661654135,0.0075187969924812,0.0140977443609023
Otu136,0.0338345864661654,0.0855263157894737,0.0460526315789474,0.0206766917293233,0.0394736842105263,0.0018796992481203,0.0216165413533835,0.0178571428571429,0.0112781954887218,0.0159774436090226,0.0112781954887218
Otu8517,0,0,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015
Otu108,0.00845864661654135,0.0075187969924812,0.00281954887218045,0.0037593984962406,0.0037593984962406,0.00845864661654135,0.0037593984962406,0.00657894736842105,0.0112781954887218,0.00469924812030075,0.0103383458646617
Otu38,0.00657894736842105,0.012218045112782,0.0018796992481203,0.0056390977443609,0.0018796992481203,0,0.00469924812030075,0.0018796992481203,0,0.0037593984962406,0
Otu79,0.0968045112781955,0.0592105263157895,0.0366541353383459,0.012218045112782,0.012218045112782,0.0103383458646617,0.0206766917293233,0.00845864661654135,0.00845864661654135,0.00657894736842105,0.0056390977443609
Otu140,0.00845864661654135,0,0.0037593984962406,0.0112781954887218,0.00469924812030075,0.0263157894736842,0.0037593984962406,0.012218045112782,0.00657894736842105,0.00469924812030075,0.00281954887218045
Otu221,0.0112781954887218,0.0037593984962406,0.0018796992481203,0.0037593984962406,0.0056390977443609,0.0056390977443609,0.0093984962406015,0.00281954887218045,0.0159774436090226,0.012218045112782,0.0103383458646617
Otu12631,0.0018796992481203,0,0.00469924812030075,0.0131578947368421,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0
Otu219,0.00281954887218045,0,0.00281954887218045,0.0037593984962406,0.00093984962406015,0,0.0018796992481203,0,0,0.0018796992481203,0.00281954887218045
Otu10247,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0,0,0
Otu240,0.0037593984962406,0.00281954887218045,0.0018796992481203,0.0037593984962406,0.0056390977443609,0.0018796992481203,0,0.00657894736842105,0.0056390977443609,0.0018796992481203,0.00281954887218045
Otu1490,0,0,0,0,0,0,0,0,0,0,0.00281954887218045
Otu160,0.0112781954887218,0.0404135338345865,0.0169172932330827,0.00281954887218045,0.113721804511278,0.0018796992481203,0.0169172932330827,0.0131578947368421,0.012218045112782,0.0150375939849624,0.0018796992481203
Otu86,0,0,0,0,0.00093984962406015,0.00093984962406015,0.0169172932330827,0.018796992481203,0.0197368421052632,0.0103383458646617,0.0037593984962406
Otu1378,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0.00281954887218045,0.00093984962406015,0.00093984962406015,0,0,0
Otu9158,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu1787,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu589,0,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0.00093984962406015
Otu431,0.00281954887218045,0.0103383458646617,0,0.00657894736842105,0.00657894736842105,0.0093984962406015,0.00469924812030075,0.00657894736842105,0.00281954887218045,0.0093984962406015,0.0056390977443609
Otu437,0.00281954887218045,0.00093984962406015,0,0.00469924812030075,0.0018796992481203,0.00093984962406015,0.0093984962406015,0.00093984962406015,0.0037593984962406,0.0056390977443609,0.0037593984962406
Otu2850,0,0,0,0,0,0.0018796992481203,0,0,0.00093984962406015,0,0.00281954887218045
Otu14465,0,0,0,0.0225563909774436,0,0.0018796992481203,0,0.00281954887218045,0.00093984962406015,0,0
Otu652,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu81,0,0.00093984962406015,0,0,0,0,0,0,0.00469924812030075,0,0
Otu4381,0,0.00281954887218045,0,0,0,0,0,0,0,0.00093984962406015,0.0018796992481203
Otu145,0.0018796992481203,0.0159774436090226,0.0140977443609023,0.00093984962406015,0,0.0018796992481203,0.0178571428571429,0.0093984962406015,0.00281954887218045,0.0037593984962406,0
Otu119,0.0140977443609023,0.00281954887218045,0.00657894736842105,0.0150375939849624,0.0075187969924812,0.0103383458646617,0.0037593984962406,0.00657894736842105,0.00657894736842105,0.0112781954887218,0.0075187969924812
Otu3447,0,0,0,0.00093984962406015,0,0.0018796992481203,0,0,0.00093984962406015,0.00093984962406015,0
Otu10284,0.0037593984962406,0.00093984962406015,0,0,0,0,0,0,0,0,0
Otu168,0.0112781954887218,0.00657894736842105,0.00281954887218045,0.00469924812030075,0.00657894736842105,0.00845864661654135,0.00469924812030075,0.0112781954887218,0.0159774436090226,0.0140977443609023,0.0319548872180451
Otu1111,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.0037593984962406,0.00093984962406015,0.0075187969924812,0.00093984962406015,0.00281954887218045,0,0.00093984962406015,0
Otu347,0,0,0,0.00093984962406015,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.0018796992481203,0.00657894736842105,0,0.00281954887218045
Otu2090,0.0018796992481203,0.00093984962406015,0.00281954887218045,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.00281954887218045,0.0093984962406015,0.0018796992481203,0.00281954887218045,0.0018796992481203
Otu8397,0,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0
Otu1006,0,0,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015
Otu499,0,0,0.00093984962406015,0.0018796992481203,0.0075187969924812,0.00093984962406015,0,0.00093984962406015,0,0,0.00093984962406015
Otu666,0,0.0018796992481203,0,0,0.0018796992481203,0.00281954887218045,0,0.00093984962406015,0.0018796992481203,0,0
Otu206,0,0,0,0.00093984962406015,0.00093984962406015,0,0.0056390977443609,0,0.00281954887218045,0.00093984962406015,0.0018796992481203
Otu1591,0.00281954887218045,0,0.00281954887218045,0.0093984962406015,0.00093984962406015,0.00469924812030075,0.0018796992481203,0.00093984962406015,0,0,0
Otu161,0.00281954887218045,0.00469924812030075,0.0093984962406015,0.00657894736842105,0.0075187969924812,0.00281954887218045,0.0037593984962406,0.0093984962406015,0.0075187969924812,0.0018796992481203,0.00281954887218045
Otu11896,0,0,0,0,0.00093984962406015,0,0.0018796992481203,0,0.00093984962406015,0,0.00093984962406015
Otu204,0.018796992481203,0,0.00093984962406015,0,0.0037593984962406,0.0056390977443609,0.00281954887218045,0.0037593984962406,0.0018796992481203,0.00093984962406015,0.0037593984962406
Otu911,0,0,0,0.0018796992481203,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015
Otu970,0,0,0,0,0.0018796992481203,0,0,0,0.00093984962406015,0.00093984962406015,0
Otu68,0.0150375939849624,0.0037593984962406,0.00281954887218045,0.0112781954887218,0.00281954887218045,0.0178571428571429,0.0037593984962406,0.0225563909774436,0.0234962406015038,0.0112781954887218,0.0159774436090226
Otu115,0.00281954887218045,0.00281954887218045,0.0159774436090226,0.0018796992481203,0.00657894736842105,0.0056390977443609,0.00845864661654135,0.00657894736842105,0.0093984962406015,0.00657894736842105,0.0093984962406015
Otu4221,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0,0,0.0018796992481203,0
Otu1457,0,0.00093984962406015,0,0,0,0,0,0,0,0,0.00093984962406015
Otu636,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0.0018796992481203,0,0.0018796992481203,0.0018796992481203,0.0018796992481203,0,0.0075187969924812
Otu162,0.0018796992481203,0.0018796992481203,0.00281954887218045,0.0037593984962406,0.00469924812030075,0.0037593984962406,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00093984962406015,0.00469924812030075
Otu828,0,0,0,0,0,0.00469924812030075,0,0,0.0018796992481203,0,0.00281954887218045
Otu1053,0.00281954887218045,0,0.00281954887218045,0.0037593984962406,0.0018796992481203,0,0,0.0018796992481203,0,0,0.00281954887218045
Otu1129,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu941,0,0,0,0.00281954887218045,0.00093984962406015,0,0,0.00093984962406015,0,0.00281954887218045,0.0018796992481203
Otu1063,0,0,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0.0037593984962406,0,0.00093984962406015
Otu872,0,0,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0,0,0
Otu7873,0.0075187969924812,0.0037593984962406,0.0159774436090226,0.0018796992481203,0.0037593984962406,0,0.0131578947368421,0,0,0.00093984962406015,0.00093984962406015
Otu605,0.00469924812030075,0.0103383458646617,0.0018796992481203,0.00093984962406015,0.0103383458646617,0.00281954887218045,0,0,0.0018796992481203,0.00093984962406015,0.0037593984962406
Otu756,0,0,0.0037593984962406,0.00281954887218045,0,0.00093984962406015,0.00093984962406015,0.0037593984962406,0.00093984962406015,0,0
Otu540,0,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00469924812030075,0.0018796992481203,0,0.0018796992481203,0.00093984962406015,0,0.00093984962406015
Otu575,0,0,0.00093984962406015,0,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.00093984962406015
Otu247,0.00093984962406015,0,0.00093984962406015,0,0.00093984962406015,0.0075187969924812,0,0.0018796992481203,0,0,0.0018796992481203
Otu142,0,0.0159774436090226,0,0.00093984962406015,0.00657894736842105,0.00093984962406015,0.00093984962406015,0.00281954887218045,0,0.00845864661654135,0.00469924812030075
Otu373,0,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu4789,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0,0,0,0
Otu320,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu3273,0,0,0,0.00093984962406015,0,0.0018796992481203,0,0,0,0,0
Otu926,0,0,0,0.00093984962406015,0,0.0018796992481203,0,0.00093984962406015,0,0,0.00281954887218045
Otu299,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.0169172932330827,0.00469924812030075,0.0093984962406015,0.00281954887218045,0.00281954887218045,0.00093984962406015,0,0.00093984962406015
Otu769,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0,0.0018796992481203,0,0.00093984962406015,0,0,0.00093984962406015
Otu686,0,0,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015
Otu615,0.00093984962406015,0,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015
Otu9683,0,0.00093984962406015,0,0.00469924812030075,0.00845864661654135,0.00093984962406015,0,0,0.00657894736842105,0.00093984962406015,0
Otu10618,0.00093984962406015,0,0,0.0018796992481203,0.00093984962406015,0,0,0.0018796992481203,0.0037593984962406,0.00093984962406015,0.0018796992481203
Otu6357,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00093984962406015,0.00093984962406015
Otu5946,0,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu3011,0,0,0,0.00093984962406015,0,0,0,0,0,0,0
Otu1244,0,0,0.00281954887218045,0.0018796992481203,0.00281954887218045,0.0018796992481203,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015
Otu889,0.0037593984962406,0,0,0.00281954887218045,0,0.00093984962406015,0,0.0018796992481203,0.00093984962406015,0.00093984962406015,0
Otu5023,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu461,0,0,0,0.00093984962406015,0,0,0,0.0037593984962406,0.0075187969924812,0,0.0018796992481203
Otu662,0,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00281954887218045,0.0018796992481203
Otu921,0.00093984962406015,0.0103383458646617,0.0244360902255639,0.00093984962406015,0,0,0.00281954887218045,0,0,0.00093984962406015,0
Otu486,0.00093984962406015,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1983,0,0.012218045112782,0.0018796992481203,0,0,0,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00093984962406015,0.0018796992481203
Otu775,0,0.0018796992481203,0,0.00281954887218045,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0,0.00093984962406015
Otu365,0.00281954887218045,0.00093984962406015,0.00093984962406015,0.00469924812030075,0.0075187969924812,0.0075187969924812,0.00093984962406015,0.00469924812030075,0.00469924812030075,0.00093984962406015,0.0037593984962406
Otu1236,0.00093984962406015,0.0056390977443609,0.0018796992481203,0.0018796992481203,0,0.00093984962406015,0,0.0112781954887218,0.0056390977443609,0.00281954887218045,0.00469924812030075
Otu5529,0,0,0,0.0018796992481203,0,0.00093984962406015,0,0,0.00093984962406015,0,0
Otu989,0.00093984962406015,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu7099,0,0,0,0,0,0.00093984962406015,0,0,0,0,0
Otu12022,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0,0,0,0,0.00093984962406015
Otu3244,0,0,0,0,0.00093984962406015,0,0,0,0,0,0
Otu527,0,0,0,0,0,0.0018796992481203,0,0.00281954887218045,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu1454,0,0.00093984962406015,0,0.00281954887218045,0,0.00093984962406015,0,0.0018796992481203,0,0,0.00093984962406015
Otu745,0,0,0,0.00093984962406015,0,0.00093984962406015,0,0,0.00093984962406015,0,0
Otu1567,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0,0.00281954887218045,0,0.00093984962406015,0,0,0.0037593984962406
Otu1239,0,0,0,0.00093984962406015,0.0018796992481203,0,0,0,0.0018796992481203,0.00093984962406015,0
Otu182,0,0,0.00093984962406015,0,0.00093984962406015,0,0,0.00469924812030075,0.00281954887218045,0.00281954887218045,0.0037593984962406
Otu2190,0,0,0,0,0,0.0056390977443609,0.00093984962406015,0,0,0.00093984962406015,0
Otu1193,0,0,0,0.00281954887218045,0.00093984962406015,0.00093984962406015,0,0.00281954887218045,0.00093984962406015,0,0
Otu460,0,0,0,0.0018796992481203,0.00281954887218045,0.00093984962406015,0.0037593984962406,0.00093984962406015,0.0018796992481203,0.0037593984962406,0
Otu792,0,0,0,0.0018796992481203,0,0.00281954887218045,0,0,0,0,0
Otu831,0,0,0,0,0,0.0018796992481203,0.00093984962406015,0,0,0,0
Otu132,0.0112781954887218,0.031015037593985,0.012218045112782,0.00281954887218045,0.0093984962406015,0.0131578947368421,0.0507518796992481,0.012218045112782,0.0103383458646617,0.00469924812030075,0.0150375939849624
Otu1747,0,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0,0,0
Otu13499,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu777,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0.0018796992481203,0,0.0018796992481203,0.0018796992481203
Otu3015,0,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015
Otu2297,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0,0
Otu13453,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu1073,0,0,0,0,0,0.0018796992481203,0,0.0037593984962406,0.00093984962406015,0.00093984962406015,0
Otu866,0,0,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0.0018796992481203,0.0018796992481203
Otu15119,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu465,0,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015
Otu2097,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015
Otu2369,0,0,0,0.0018796992481203,0.0018796992481203,0.00093984962406015,0,0.0037593984962406,0.00281954887218045,0.0018796992481203,0
Otu297,0,0,0.00093984962406015,0.012218045112782,0,0.00281954887218045,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00093984962406015,0.00657894736842105
Otu2276,0,0,0,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015
Otu3094,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu1673,0.0018796992481203,0.00281954887218045,0.0018796992481203,0,0.00093984962406015,0,0.0056390977443609,0,0,0.00093984962406015,0.00093984962406015
Otu9581,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu744,0,0.00093984962406015,0,0,0,0,0,0,0,0,0.0018796992481203
Otu2654,0,0,0,0.00093984962406015,0,0,0,0,0,0,0
Otu1142,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0,0,0,0.00093984962406015,0
Otu545,0.00469924812030075,0,0,0,0.00093984962406015,0.0056390977443609,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0018796992481203
Otu1299,0,0,0.00093984962406015,0,0,0,0,0,0.00281954887218045,0.0018796992481203,0
Otu1791,0,0.00093984962406015,0.0018796992481203,0.0018796992481203,0,0,0,0.00093984962406015,0,0,0
Otu485,0.00093984962406015,0,0,0.00093984962406015,0.0018796992481203,0.0018796992481203,0.00093984962406015,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.00093984962406015
Otu743,0,0.00093984962406015,0,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0,0,0.00093984962406015
Otu4532,0,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu4514,0,0.00093984962406015,0,0,0,0,0,0,0,0,0
Otu467,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015
Otu291,0.0037593984962406,0.0075187969924812,0.0037593984962406,0,0.049812030075188,0,0.0037593984962406,0.0093984962406015,0.00469924812030075,0.00469924812030075,0.00281954887218045
Otu754,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.0018796992481203,0.0018796992481203,0
Otu985,0.00093984962406015,0,0.00093984962406015,0.00281954887218045,0.0018796992481203,0.00469924812030075,0,0.00093984962406015,0.0018796992481203,0.0018796992481203,0
Otu1257,0.0018796992481203,0,0,0,0.0018796992481203,0,0,0,0,0.0018796992481203,0.0018796992481203
Otu580,0,0.00469924812030075,0,0,0,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.0018796992481203,0
Otu519,0.0018796992481203,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1476,0,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0
Otu655,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0
Otu1281,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0.0018796992481203,0.00093984962406015,0.0018796992481203,0.00093984962406015
Otu473,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.0037593984962406,0.00469924812030075,0.0018796992481203,0.0018796992481203,0.00281954887218045,0.0056390977443609,0.00093984962406015,0.0018796992481203
Otu492,0.0018796992481203,0,0.0018796992481203,0.00281954887218045,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0.00281954887218045
Otu8277,0,0,0,0.00093984962406015,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.00281954887218045,0,0.00657894736842105,0
Otu11692,0,0,0,0.0018796992481203,0,0.00093984962406015,0,0,0.00093984962406015,0.0018796992481203,0
Otu3466,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu8764,0.00093984962406015,0,0,0.00469924812030075,0,0.00093984962406015,0,0,0.00281954887218045,0.00093984962406015,0
Otu1223,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu63,0.0197368421052632,0.00845864661654135,0,0.0056390977443609,0.0197368421052632,0.0206766917293233,0.0140977443609023,0.0507518796992481,0.0216165413533835,0.171992481203008,0.0366541353383459
Otu1986,0,0.0385338345864662,0.00093984962406015,0.0018796992481203,0,0.0018796992481203,0.0018796992481203,0.00469924812030075,0.00093984962406015,0.0018796992481203,0.00093984962406015
Otu2335,0,0,0,0.00093984962406015,0,0.0018796992481203,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0
Otu5004,0,0.00093984962406015,0.0018796992481203,0,0.00093984962406015,0,0,0,0.00093984962406015,0.00657894736842105,0.0018796992481203
Otu510,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0
Otu271,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0,0.0018796992481203,0,0.0018796992481203,0,0,0
Otu3372,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu1226,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0,0.00281954887218045,0,0,0,0.00093984962406015
Otu909,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0,0,0,0,0,0.0018796992481203,0
Otu1872,0,0.00093984962406015,0.00093984962406015,0,0,0,0,0,0,0,0
Otu378,0.0037593984962406,0.0093984962406015,0.0018796992481203,0.00093984962406015,0,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.00281954887218045,0,0.00093984962406015
Otu869,0,0,0.00093984962406015,0,0.00281954887218045,0,0.00093984962406015,0,0,0,0.00093984962406015
Otu1792,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0,0.00093984962406015,0,0
Otu1640,0,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0.00281954887218045
Otu707,0.0056390977443609,0.0056390977443609,0.0206766917293233,0,0.00281954887218045,0.00093984962406015,0.0056390977443609,0,0,0.00281954887218045,0.0018796992481203
Otu4819,0.00093984962406015,0,0,0.00093984962406015,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0.00469924812030075,0.0018796992481203
Otu1550,0,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu841,0,0,0,0,0,0,0,0.00093984962406015,0.0018796992481203,0,0
Otu72,0.012218045112782,0.00093984962406015,0.0075187969924812,0.0253759398496241,0.00281954887218045,0.0150375939849624,0.0093984962406015,0.0018796992481203,0.00469924812030075,0.0018796992481203,0.00845864661654135
Otu2558,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu487,0.00093984962406015,0,0.00093984962406015,0.0140977443609023,0.0112781954887218,0.00093984962406015,0,0.0037593984962406,0.0018796992481203,0.00093984962406015,0
Otu2520,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1662,0,0,0.00093984962406015,0,0,0,0,0,0,0,0.00093984962406015
Otu2030,0,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu861,0.0018796992481203,0,0,0,0.0037593984962406,0,0,0,0,0,0.00281954887218045
Otu4419,0,0,0,0,0,0.00093984962406015,0,0,0,0.00093984962406015,0
Otu586,0,0,0,0.00093984962406015,0,0.0018796992481203,0,0.0018796992481203,0,0,0.00093984962406015
Otu137,0,0.00093984962406015,0.0018796992481203,0,0,0.0422932330827068,0.00657894736842105,0.0112781954887218,0.00469924812030075,0.0037593984962406,0.0037593984962406
Otu2420,0.00469924812030075,0,0,0.00093984962406015,0,0,0,0.00281954887218045,0,0.0075187969924812,0.00657894736842105
Otu1163,0,0,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015
Otu342,0.0056390977443609,0.00281954887218045,0.0018796992481203,0.0103383458646617,0.00469924812030075,0.00469924812030075,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0018796992481203,0
Otu12806,0,0,0,0,0.00093984962406015,0,0,0,0,0,0
Otu833,0.00093984962406015,0.0291353383458647,0.00469924812030075,0.00093984962406015,0.00657894736842105,0,0.0037593984962406,0,0,0,0
Otu2547,0,0,0,0,0,0.0018796992481203,0,0,0,0,0
Otu2102,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0.0018796992481203,0,0,0.0018796992481203
Otu809,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.00093984962406015,0,0,0,0.00093984962406015,0.00657894736842105
Otu4984,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu822,0,0,0,0,0,0.00093984962406015,0.0018796992481203,0,0,0,0
Otu4474,0,0.00093984962406015,0,0,0,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0
Otu2800,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu2068,0,0,0,0,0.00281954887218045,0,0,0,0.00093984962406015,0,0
Otu616,0.00093984962406015,0.00093984962406015,0,0,0,0.0056390977443609,0,0.00281954887218045,0.00093984962406015,0.0037593984962406,0
Otu150,0,0,0,0,0.00093984962406015,0.0225563909774436,0.0018796992481203,0.00469924812030075,0.0037593984962406,0.00093984962406015,0.00093984962406015
Otu1819,0,0,0,0.00093984962406015,0,0,0,0,0,0,0
Otu603,0.0018796992481203,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0
Otu215,0,0.00093984962406015,0.00281954887218045,0.0018796992481203,0,0.00657894736842105,0.00093984962406015,0.00281954887218045,0.0093984962406015,0,0.00093984962406015
Otu1896,0,0,0,0,0,0,0,0,0,0,0.0018796992481203
Otu3377,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1289,0.00093984962406015,0,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.00093984962406015
Otu1156,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0,0.00281954887218045,0.00093984962406015
