,X10_1N_H_N_1,X11_1N_H_N_1,X12_1N_H_N_1,X13_1N_H_N_1,X14_1N_H_N_1,X15_1N_H_N_1,X16_1N_H_N_1,X17_1N_H_N_1,X18_1N_H_N_1,X19_1N_H_N_1,X20_1N_H_N_1
Otu234,0.120300751879699,0.00469924812030075,0.0018796992481203,0.00281954887218045,0.00093984962406015,0.018796992481203,0,0.00093984962406015,0.0056390977443609,0.0037593984962406,0.00093984962406015
Otu411,0,0.00093984962406015,0.00469924812030075,0.0103383458646617,0.00657894736842105,0,0.00469924812030075,0.00469924812030075,0.0037593984962406,0.0037593984962406,0.00845864661654135
Otu47,0.0996240601503759,0.0986842105263158,0.0911654135338346,0.158834586466165,0.0582706766917293,0.131578947368421,0.068609022556391,0.0225563909774436,0.0780075187969925,0.0488721804511278,0.0291353383458647
Otu2383,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu285,0,0,0.00281954887218045,0,0,0,0,0.0018796992481203,0,0.00093984962406015,0
Otu402,0.00093984962406015,0,0,0,0,0,0,0,0,0.0037593984962406,0
Otu1915,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu195,0.0140977443609023,0.0263157894736842,0.0272556390977444,0.0169172932330827,0.0432330827067669,0.0272556390977444,0.0103383458646617,0.0281954887218045,0.0253759398496241,0.018796992481203,0.0197368421052632
Otu13013,0.0018796992481203,0,0,0,0,0,0,0,0,0,0
Otu433,0.00845864661654135,0,0,0,0,0.0178571428571429,0,0,0,0.00093984962406015,0
Otu11910,0.00093984962406015,0,0,0,0,0,0.00281954887218045,0,0.00093984962406015,0,0
Otu13759,0,0,0,0,0,0,0,0,0.0018796992481203,0,0
Otu284,0.00093984962406015,0,0.00093984962406015,0.0037593984962406,0.0018796992481203,0,0.00469924812030075,0.012218045112782,0.0037593984962406,0.0018796992481203,0.00093984962406015
Otu677,0.00093984962406015,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0.00281954887218045,0.0018796992481203
Otu1395,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu1605,0,0.00093984962406015,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0.0018796992481203
Otu569,0,0.00093984962406015,0.00469924812030075,0,0.00469924812030075,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.00469924812030075,0,0.0037593984962406
Otu1682,0,0.0018796992481203,0,0,0,0,0,0,0,0,0.00093984962406015
Otu323,0.0018796992481203,0.00093984962406015,0.00093984962406015,0.0018796992481203,0,0.00093984962406015,0.00281954887218045,0.0093984962406015,0.0075187969924812,0.0037593984962406,0.0056390977443609
Otu136,0.0216165413533835,0.0159774436090226,0.0169172932330827,0.0140977443609023,0.0281954887218045,0.0140977443609023,0.00845864661654135,0.00845864661654135,0.0103383458646617,0.018796992481203,0.0197368421052632
Otu8517,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu108,0.0018796992481203,0.00845864661654135,0.0112781954887218,0.0018796992481203,0.0140977443609023,0.0037593984962406,0.0018796992481203,0.0112781954887218,0.0037593984962406,0.00281954887218045,0.00093984962406015
Otu38,0.0018796992481203,0.0150375939849624,0,0,0,0,0,0,0,0,0.00093984962406015
Otu79,0.0479323308270677,0.0150375939849624,0.0093984962406015,0.0469924812030075,0.0206766917293233,0.0404135338345865,0.0037593984962406,0.00657894736842105,0.0131578947368421,0.0216165413533835,0.00845864661654135
Otu140,0.0075187969924812,0,0.00657894736842105,0.00281954887218045,0.00469924812030075,0.00657894736842105,0.00093984962406015,0.0075187969924812,0.00845864661654135,0.00093984962406015,0.00093984962406015
Otu221,0.0037593984962406,0,0,0.0075187969924812,0.0140977443609023,0.00281954887218045,0.0422932330827068,0.00281954887218045,0.0112781954887218,0.0075187969924812,0.0037593984962406
Otu12631,0,0,0.00469924812030075,0.0093984962406015,0.0075187969924812,0.0037593984962406,0,0,0.00093984962406015,0,0.00093984962406015
Otu219,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.0131578947368421,0.00093984962406015,0,0,0.00657894736842105,0.0037593984962406
Otu10247,0.00093984962406015,0,0,0.00093984962406015,0,0.00469924812030075,0.00281954887218045,0,0,0,0
Otu240,0.00093984962406015,0.00281954887218045,0.0103383458646617,0.00469924812030075,0.00281954887218045,0.0018796992481203,0,0.0018796992481203,0.00093984962406015,0.00469924812030075,0.0018796992481203
Otu5352,0.00093984962406015,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0
Otu160,0.0140977443609023,0.0244360902255639,0.0103383458646617,0.0103383458646617,0.0093984962406015,0.0112781954887218,0.0037593984962406,0.00093984962406015,0.0131578947368421,0.0018796992481203,0.0263157894736842
Otu86,0,0.00281954887218045,0,0,0,0.0018796992481203,0,0,0.00469924812030075,0.00093984962406015,0.0610902255639098
Otu1378,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0
Otu9158,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.0018796992481203,0.00093984962406015,0.00093984962406015,0.0018796992481203
Otu12670,0,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu1787,0,0.00093984962406015,0,0,0,0,0,0,0,0,0
Otu589,0,0,0.00093984962406015,0.00093984962406015,0.0056390977443609,0,0,0,0.00281954887218045,0.00093984962406015,0.0018796992481203
Otu431,0.00093984962406015,0.0018796992481203,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.0037593984962406,0.0056390977443609,0.00281954887218045,0.0018796992481203,0.0159774436090226,0.00469924812030075
Otu437,0.00281954887218045,0,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.0018796992481203,0.00093984962406015,0.0037593984962406,0.00281954887218045
Otu1713,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0,0,0,0
Otu2850,0.00093984962406015,0,0,0,0,0,0,0.0018796992481203,0,0.00093984962406015,0
Otu14465,0,0,0,0,0,0,0,0.0037593984962406,0.0018796992481203,0.00093984962406015,0
