,X10_23S_N_C_1,X11_23S_N_C_1,X12_23S_N_C_1,X13_23S_N_C_1,X14_23S_N_C_1,X15_23S_N_C_1,X16_23S_N_C_1,X17_23S_N_C_1,X18_23S_N_C_1,X19_23S_N_C_1,X20_23S_N_C_1
Otu234,0.00093984962406015,0.00469924812030075,0.0225563909774436,0.00657894736842105,0.0366541353383459,0,0.0037593984962406,0.0018796992481203,0.00281954887218045,0,0
Otu411,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0.0018796992481203,0,0
Otu47,0.0610902255639098,0.141917293233083,0.195488721804511,0.0770676691729323,0.191729323308271,0.0112781954887218,0.0535714285714286,0.0131578947368421,0.0216165413533835,0.0169172932330827,0.0592105263157895
Otu285,0,0.00093984962406015,0,0,0,0.0018796992481203,0,0.00281954887218045,0.00093984962406015,0,0.00093984962406015
Otu402,0.00093984962406015,0,0,0.0018796992481203,0.00281954887218045,0,0,0,0,0,0
Otu1101,0,0,0,0.00281954887218045,0,0,0,0,0,0,0
Otu1915,0,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu195,0.0140977443609023,0.0140977443609023,0.0093984962406015,0.0225563909774436,0.0159774436090226,0.0093984962406015,0.00845864661654135,0.0178571428571429,0.0131578947368421,0.0056390977443609,0.0178571428571429
Otu13013,0,0,0,0,0.0037593984962406,0,0,0,0,0,0
Otu1019,0,0,0,0,0,0,0.0075187969924812,0,0.00093984962406015,0.00093984962406015,0
Otu433,0,0,0.0469924812030075,0,0,0,0,0,0,0,0
Otu11910,0,0.00093984962406015,0.0018796992481203,0.00469924812030075,0.0037593984962406,0,0.00469924812030075,0.00093984962406015,0,0,0.0056390977443609
Otu13759,0.00093984962406015,0,0.00093984962406015,0,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0
Otu284,0.0018796992481203,0,0.0037593984962406,0.00469924812030075,0,0.0018796992481203,0,0.0140977443609023,0.00093984962406015,0.00281954887218045,0.0018796992481203
Otu677,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0,0,0.00281954887218045
Otu3222,0,0,0,0,0,0.00093984962406015,0,0,0,0,0
Otu1395,0,0,0,0,0,0,0,0,0.00281954887218045,0,0
Otu1605,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0
Otu569,0,0.0018796992481203,0,0.00093984962406015,0,0,0,0,0,0,0.00093984962406015
Otu1682,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0
Otu1000,0.00093984962406015,0,0,0.00281954887218045,0,0,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015
Otu323,0.0018796992481203,0.00281954887218045,0,0.00657894736842105,0.00845864661654135,0.0150375939849624,0.0037593984962406,0.0169172932330827,0.00469924812030075,0.0037593984962406,0.0037593984962406
Otu136,0.0272556390977444,0.00093984962406015,0.0150375939849624,0.0131578947368421,0.0216165413533835,0.0056390977443609,0.0140977443609023,0.00281954887218045,0.00657894736842105,0.0103383458646617,0.012218045112782
