,X10_9S_N_C_2,X11_9S_N_C_2,X12_9S_N_C_2,X13_9S_N_C_2,X14_9S_N_C_2,X15_9S_N_C_2,X16_9S_N_C_2,X17_9S_N_C_2,X18_9S_N_C_2,X19_9S_N_C_2,X20_9S_N_C_2
Otu234,0.0244360902255639,0.0263157894736842,0.0018796992481203,0.0018796992481203,0.0507518796992481,0.00281954887218045,0.00093984962406015,0.0037593984962406,0.0018796992481203,0,0
Otu411,0,0.0037593984962406,0,0.00093984962406015,0.0037593984962406,0.0018796992481203,0,0.00281954887218045,0,0.00093984962406015,0.00093984962406015
Otu47,0.093984962406015,0.144736842105263,0.0817669172932331,0.114661654135338,0.0958646616541353,0.0140977443609023,0.0131578947368421,0.0253759398496241,0.0432330827067669,0.0451127819548872,0.0319548872180451
Otu2383,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu285,0,0.00093984962406015,0,0.00281954887218045,0.00093984962406015,0.00657894736842105,0,0.00281954887218045,0,0,0.0018796992481203
Otu402,0.0018796992481203,0,0,0.00093984962406015,0,0,0,0,0.00469924812030075,0,0
Otu1101,0,0.00281954887218045,0,0,0,0,0,0,0,0,0
Otu195,0.0103383458646617,0.0075187969924812,0.0150375939849624,0.0093984962406015,0.0112781954887218,0.012218045112782,0.0037593984962406,0.0253759398496241,0.00469924812030075,0.0075187969924812,0.0291353383458647
Otu1019,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu433,0,0,0,0,0.0366541353383459,0,0,0,0,0,0
Otu11910,0.00093984962406015,0.0018796992481203,0.0093984962406015,0.00845864661654135,0.0159774436090226,0.00093984962406015,0,0,0,0.00093984962406015,0.0103383458646617
Otu13759,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu284,0.00093984962406015,0.00093984962406015,0.0075187969924812,0,0.00281954887218045,0.00281954887218045,0.00093984962406015,0.00469924812030075,0.0018796992481203,0.0037593984962406,0.0037593984962406
Otu677,0,0,0,0,0,0,0,0.0037593984962406,0.0037593984962406,0.00469924812030075,0.0037593984962406
Otu1605,0,0,0.00093984962406015,0,0,0,0,0,0,0,0.00093984962406015
Otu569,0.0018796992481203,0,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0
Otu1682,0.0018796992481203,0,0,0.00093984962406015,0,0.0018796992481203,0,0,0,0,0
Otu323,0.0037593984962406,0.00469924812030075,0.00093984962406015,0.00281954887218045,0,0.0131578947368421,0,0.0018796992481203,0.00469924812030075,0.0112781954887218,0.0075187969924812
Otu136,0.0131578947368421,0.00657894736842105,0.00281954887218045,0.0131578947368421,0.012218045112782,0.0037593984962406,0.0075187969924812,0.00845864661654135,0.0131578947368421,0.0404135338345865,0.0178571428571429
Otu8517,0,0,0.00281954887218045,0.00093984962406015,0.0018796992481203,0,0,0,0.00093984962406015,0,0
Otu108,0.00093984962406015,0.0140977443609023,0.018796992481203,0.0037593984962406,0.0056390977443609,0.0056390977443609,0.00093984962406015,0.00281954887218045,0,0.0037593984962406,0.0037593984962406
Otu38,0,0.0018796992481203,0,0.00281954887218045,0,0,0,0,0,0,0.0037593984962406
Otu79,0.0535714285714286,0.0169172932330827,0.0093984962406015,0.0178571428571429,0.0103383458646617,0.0018796992481203,0.0018796992481203,0.0056390977443609,0.0169172932330827,0.0131578947368421,0.012218045112782
Otu140,0.00281954887218045,0,0.0103383458646617,0.0075187969924812,0.0169172932330827,0.00657894736842105,0.00093984962406015,0.00281954887218045,0.0037593984962406,0.00845864661654135,0.0037593984962406
Otu221,0.0018796992481203,0.00281954887218045,0.0093984962406015,0.00657894736842105,0.00281954887218045,0.0075187969924812,0.0018796992481203,0.00469924812030075,0.0075187969924812,0.0178571428571429,0.018796992481203
Otu12631,0.00469924812030075,0.0018796992481203,0,0.0037593984962406,0.00093984962406015,0,0,0,0,0,0.00093984962406015
Otu219,0,0.0037593984962406,0.00469924812030075,0.00093984962406015,0,0,0,0.00469924812030075,0.00657894736842105,0,0.00281954887218045
Otu10247,0.00093984962406015,0,0,0.00093984962406015,0,0,0,0,0,0.0018796992481203,0
Otu240,0.0018796992481203,0.00657894736842105,0.00281954887218045,0.00469924812030075,0.00093984962406015,0.0075187969924812,0.00093984962406015,0.00657894736842105,0.00281954887218045,0.0093984962406015,0.00281954887218045
Otu1490,0,0.00093984962406015,0,0,0,0,0,0,0,0,0
Otu2370,0,0,0,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0
Otu160,0.031015037593985,0.00469924812030075,0.00281954887218045,0.00845864661654135,0.00281954887218045,0.00093984962406015,0,0.0075187969924812,0.00845864661654135,0.0140977443609023,0.0103383458646617
Otu2271,0,0,0,0,0,0,0.0761278195488722,0,0,0,0
Otu86,0,0.0018796992481203,0,0,0,0,0.00093984962406015,0.00469924812030075,0.0037593984962406,0.00093984962406015,0.0056390977443609
Otu1378,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.00093984962406015,0,0,0,0.0018796992481203,0.00093984962406015,0.0018796992481203,0.00093984962406015
Otu9158,0,0,0,0.0018796992481203,0.00093984962406015,0.00093984962406015,0,0.0018796992481203,0,0.00093984962406015,0.00093984962406015
