,X10_18S_H_C_0,X11_18S_H_C_0,X12_18S_H_C_0,X13_18S_H_C_0,X14_18S_H_C_0,X15_18S_H_C_0,X16_18S_H_C_0,X17_18S_H_C_0,X18_18S_H_C_0,X19_18S_H_C_0,X20_18S_H_C_0
Otu234,0.00657894736842105,0.0018796992481203,0.0197368421052632,0.0131578947368421,0.0197368421052632,0,0.00093984962406015,0,0.00657894736842105,0,0.0056390977443609
Otu411,0.0037593984962406,0.00093984962406015,0.00093984962406015,0,0,0.00281954887218045,0,0.00093984962406015,0,0.00093984962406015,0.0018796992481203
Otu47,0.0723684210526316,0.223684210526316,0.0845864661654135,0.101503759398496,0.161654135338346,0,0.130639097744361,0.0366541353383459,0.0507518796992481,0.0244360902255639,0.0676691729323308
Otu2383,0,0,0,0,0,0,0.0018796992481203,0,0,0,0
Otu285,0.00281954887218045,0,0,0,0,0.0018796992481203,0,0.0018796992481203,0.00093984962406015,0,0
Otu402,0.0018796992481203,0,0,0,0,0,0,0.0018796992481203,0,0.0018796992481203,0
Otu1915,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu195,0.018796992481203,0.012218045112782,0.0140977443609023,0.0131578947368421,0.0234962406015038,0.0234962406015038,0.0093984962406015,0.0263157894736842,0.0131578947368421,0.0178571428571429,0.0178571428571429
Otu433,0,0,0.00093984962406015,0.00845864661654135,0,0,0,0,0.00093984962406015,0,0
Otu11910,0.00093984962406015,0.00093984962406015,0.00281954887218045,0.00093984962406015,0,0,0.0018796992481203,0,0.0037593984962406,0,0.00093984962406015
Otu13759,0.0112781954887218,0.00093984962406015,0,0,0,0.00093984962406015,0,0,0,0,0
Otu284,0.0056390977443609,0.00093984962406015,0.00093984962406015,0.00657894736842105,0.00093984962406015,0.00281954887218045,0.00093984962406015,0.0018796992481203,0.00281954887218045,0.00657894736842105,0.00281954887218045
Otu677,0.00281954887218045,0.0018796992481203,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0,0
Otu3222,0,0,0,0,0,0.0018796992481203,0,0.00093984962406015,0,0,0
Otu1605,0,0.00093984962406015,0,0,0.00093984962406015,0,0,0.0018796992481203,0,0,0.0018796992481203
Otu569,0.0037593984962406,0,0,0,0.00093984962406015,0.0018796992481203,0,0.00281954887218045,0.00093984962406015,0,0
Otu1682,0.00093984962406015,0,0,0,0,0,0,0,0,0.00281954887218045,0
Otu323,0.0037593984962406,0.0037593984962406,0.00093984962406015,0.00093984962406015,0.00281954887218045,0,0.0056390977443609,0.0037593984962406,0.0056390977443609,0.00657894736842105,0.00281954887218045
Otu136,0.00845864661654135,0.0197368421052632,0.00093984962406015,0.0131578947368421,0.0112781954887218,0.0103383458646617,0.0535714285714286,0.0131578947368421,0.0037593984962406,0.0150375939849624,0.0479323308270677
Otu8517,0.00093984962406015,0,0,0.00093984962406015,0,0,0,0,0,0,0
Otu108,0.0018796992481203,0.00657894736842105,0.0291353383458647,0.0291353383458647,0.0103383458646617,0.00469924812030075,0.0018796992481203,0.0075187969924812,0.0056390977443609,0.00469924812030075,0.00469924812030075
Otu38,0.0216165413533835,0.0018796992481203,0.00093984962406015,0,0,0,0,0,0,0,0
Otu79,0.0385338345864662,0.0338345864661654,0.0206766917293233,0.0488721804511278,0.0150375939849624,0.0112781954887218,0.0366541353383459,0.0140977443609023,0.0140977443609023,0.0140977443609023,0.0253759398496241
Otu140,0.0037593984962406,0,0.120300751879699,0.0140977443609023,0.0366541353383459,0.0140977443609023,0.00845864661654135,0.0131578947368421,0.00281954887218045,0.0018796992481203,0.00845864661654135
Otu221,0.00281954887218045,0.0018796992481203,0,0.00093984962406015,0,0.00093984962406015,0.012218045112782,0.0037593984962406,0.00469924812030075,0.00093984962406015,0.0150375939849624
Otu12631,0.00281954887218045,0,0,0.00657894736842105,0,0,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.0018796992481203
Otu219,0,0,0.0150375939849624,0,0,0,0.00657894736842105,0,0.0018796992481203,0,0.0206766917293233
Otu10247,0,0,0,0,0.0093984962406015,0,0,0,0,0,0
Otu240,0.0018796992481203,0.0037593984962406,0.0018796992481203,0.00469924812030075,0.00469924812030075,0.00093984962406015,0.0018796992481203,0.012218045112782,0.00469924812030075,0.00657894736842105,0.0018796992481203
Otu1490,0,0,0,0,0,0.00093984962406015,0,0,0,0,0
Otu160,0.0103383458646617,0.0169172932330827,0.00281954887218045,0.0075187969924812,0.00093984962406015,0.0159774436090226,0.012218045112782,0.0178571428571429,0.0075187969924812,0.0103383458646617,0.0357142857142857
Otu2271,0,0.0018796992481203,0,0,0.0018796992481203,0.00281954887218045,0,0,0,0,0
Otu86,0.0018796992481203,0,0,0,0,0,0.012218045112782,0,0,0,0.00093984962406015
Otu1378,0,0,0,0,0.00281954887218045,0,0.00093984962406015,0,0.00093984962406015,0,0
Otu9158,0.00093984962406015,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu589,0,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0.0018796992481203,0.00093984962406015,0,0.00093984962406015
Otu431,0.0037593984962406,0.00093984962406015,0.0018796992481203,0.00657894736842105,0.00281954887218045,0.012218045112782,0.0075187969924812,0.0037593984962406,0.00281954887218045,0.0075187969924812,0
Otu437,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.00469924812030075,0.0018796992481203
Otu2850,0,0,0,0.0018796992481203,0,0.00093984962406015,0.0018796992481203,0,0.0018796992481203,0.0037593984962406,0.00093984962406015
Otu14465,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0,0
Otu652,0,0,0,0,0,0,0,0.0075187969924812,0,0,0
Otu81,0.0018796992481203,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu4381,0,0,0,0.00093984962406015,0.00281954887218045,0.0018796992481203,0,0.0037593984962406,0.00093984962406015,0,0
Otu145,0.00281954887218045,0.00281954887218045,0.00093984962406015,0.00845864661654135,0.0018796992481203,0.00093984962406015,0.00845864661654135,0.0056390977443609,0.00281954887218045,0.0178571428571429,0.0112781954887218
Otu119,0.0056390977443609,0,0,0.0103383458646617,0.00281954887218045,0.00281954887218045,0.0056390977443609,0.0018796992481203,0.00093984962406015,0.00281954887218045,0.00093984962406015
Otu4106,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu3447,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0,0
Otu10284,0,0,0,0,0,0,0.0037593984962406,0,0,0,0
Otu168,0.0112781954887218,0.00469924812030075,0,0.00281954887218045,0.0037593984962406,0.0037593984962406,0.0140977443609023,0.00469924812030075,0.0112781954887218,0.0056390977443609,0.0112781954887218
Otu4481,0,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu1241,0,0,0,0,0,0.0037593984962406,0,0,0,0.00093984962406015,0
Otu1111,0.00281954887218045,0.00281954887218045,0.00093984962406015,0.00093984962406015,0.00657894736842105,0.00657894736842105,0.00093984962406015,0.0018796992481203,0.00281954887218045,0.0075187969924812,0.0103383458646617
Otu347,0.00093984962406015,0,0.00657894736842105,0.0394736842105263,0.0178571428571429,0.0281954887218045,0,0,0.00281954887218045,0.00093984962406015,0.0018796992481203
Otu2090,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.0037593984962406,0.0018796992481203,0.0018796992481203,0.0056390977443609,0.00657894736842105,0.0018796992481203
Otu4375,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu8397,0.00281954887218045,0,0.0018796992481203,0.0018796992481203,0,0.00093984962406015,0.00281954887218045,0,0,0.00093984962406015,0
Otu499,0.0037593984962406,0.00093984962406015,0.0018796992481203,0.0018796992481203,0.0056390977443609,0.0037593984962406,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0.00093984962406015
Otu3421,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu666,0,0,0,0,0,0.0018796992481203,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0.00093984962406015
Otu206,0.00469924812030075,0,0.00281954887218045,0.00845864661654135,0.0018796992481203,0,0,0,0,0,0
Otu1591,0,0,0,0.00469924812030075,0,0,0,0,0,0,0.00469924812030075
Otu161,0.0075187969924812,0.0159774436090226,0.0131578947368421,0.018796992481203,0.0366541353383459,0.012218045112782,0,0.0056390977443609,0.00657894736842105,0.00845864661654135,0.0056390977443609
Otu11896,0.0018796992481203,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu204,0,0,0,0.0018796992481203,0,0.0018796992481203,0.00093984962406015,0,0.0018796992481203,0.0056390977443609,0
