,X10_18N_H_N_0,X11_18N_H_N_0,X12_18N_H_N_0,X13_18N_H_N_0,X14_18N_H_N_0,X15_18N_H_N_0,X16_18N_H_N_0,X17_18N_H_N_0,X18_18N_H_N_0,X19_18N_H_N_0,X20_18N_H_N_0
Otu234,0.0075187969924812,0.068609022556391,0.00657894736842105,0.0056390977443609,0.0018796992481203,0.00281954887218045,0,0,0.0018796992481203,0.00281954887218045,0.00093984962406015
Otu411,0.0018796992481203,0.0075187969924812,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015
Otu47,0.149436090225564,0.205827067669173,0.136278195488722,0.0817669172932331,0.0827067669172932,0.0422932330827068,0.00657894736842105,0.0281954887218045,0.0864661654135338,0.0432330827067669,0.0573308270676692
Otu2383,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu285,0.00281954887218045,0.00093984962406015,0,0,0,0.0037593984962406,0,0.00093984962406015,0.0018796992481203,0,0
Otu402,0.0018796992481203,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0,0,0
Otu1101,0,0,0,0,0,0,0,0.0018796992481203,0,0,0
Otu1915,0.00093984962406015,0,0,0,0,0,0,0,0,0,0.0018796992481203
Otu195,0.0037593984962406,0.0103383458646617,0.0225563909774436,0.0075187969924812,0.0103383458646617,0.0075187969924812,0.00093984962406015,0.0272556390977444,0.012218045112782,0.0178571428571429,0.0093984962406015
Otu13013,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu433,0,0,0,0.0300751879699248,0.0056390977443609,0,0,0,0,0,0
Otu11910,0.0075187969924812,0,0.00093984962406015,0,0,0,0,0,0,0,0.00093984962406015
Otu284,0.0018796992481203,0,0,0.0018796992481203,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.0103383458646617,0.0103383458646617,0.0018796992481203,0.0018796992481203
Otu677,0,0.00093984962406015,0.00093984962406015,0,0,0,0,0,0,0,0
Otu1395,0,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015,0,0
Otu1605,0,0,0,0,0.0018796992481203,0,0,0.0018796992481203,0,0.00281954887218045,0
Otu569,0.0018796992481203,0,0.0018796992481203,0,0.00093984962406015,0,0,0,0,0.0018796992481203,0
Otu1682,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu1000,0,0,0,0,0,0,0,0,0,0,0.0018796992481203
Otu323,0.0131578947368421,0.0018796992481203,0,0.00281954887218045,0.00281954887218045,0.0103383458646617,0,0.012218045112782,0.0056390977443609,0,0.00657894736842105
Otu136,0.031015037593985,0.0140977443609023,0.0610902255639098,0.0281954887218045,0.0545112781954887,0.0093984962406015,0,0.0140977443609023,0.00093984962406015,0.0150375939849624,0.00657894736842105
Otu8517,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1088,0,0.00093984962406015,0,0,0,0,0,0,0,0,0
Otu108,0.00469924812030075,0.0178571428571429,0.00093984962406015,0.00845864661654135,0.0075187969924812,0.0103383458646617,0,0.0140977443609023,0.0112781954887218,0.00469924812030075,0.00469924812030075
Otu38,0,0.00093984962406015,0.0018796992481203,0,0,0,0,0,0,0,0
Otu79,0.0197368421052632,0.0338345864661654,0.0432330827067669,0.0592105263157895,0.0761278195488722,0.0112781954887218,0,0.012218045112782,0.012218045112782,0.0103383458646617,0.00845864661654135
Otu140,0.00469924812030075,0,0,0.0075187969924812,0.0093984962406015,0.0056390977443609,0.0103383458646617,0.0178571428571429,0.0037593984962406,0.0075187969924812,0.00845864661654135
Otu221,0,0.00093984962406015,0.0075187969924812,0.00093984962406015,0,0.0018796992481203,0,0.0093984962406015,0.0056390977443609,0.00093984962406015,0.00281954887218045
Otu12631,0,0,0.0037593984962406,0.00281954887218045,0,0.0018796992481203,0,0.0018796992481203,0.00093984962406015,0.00093984962406015,0
Otu219,0.0225563909774436,0,0,0.0103383458646617,0,0.00281954887218045,0.00093984962406015,0.0037593984962406,0.00093984962406015,0.0018796992481203,0.0018796992481203
Otu10247,0,0,0,0,0,0,0,0.00093984962406015,0.0018796992481203,0,0.00093984962406015
Otu240,0.0037593984962406,0.0093984962406015,0.00281954887218045,0,0.0056390977443609,0.00469924812030075,0,0.00657894736842105,0.0056390977443609,0.0075187969924812,0.0056390977443609
Otu6465,0,0,0,0,0,0,0.00093984962406015,0,0,0,0
Otu5352,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu1490,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu160,0.0178571428571429,0.0093984962406015,0.0244360902255639,0.0488721804511278,0.0263157894736842,0.0018796992481203,0,0.0103383458646617,0.0093984962406015,0.0075187969924812,0.0037593984962406
Otu86,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0.00469924812030075,0.00657894736842105
Otu1378,0.0018796992481203,0,0.00093984962406015,0.00093984962406015,0,0.0018796992481203,0,0,0,0,0
Otu9158,0,0,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0.00093984962406015
Otu1787,0,0.00093984962406015,0,0,0,0,0,0,0,0,0.0018796992481203
