,X10_4N_H_N_2,X11_4N_H_N_2,X12_4N_H_N_2,X13_4N_H_N_2,X14_4N_H_N_2,X15_4N_H_N_2,X16_4N_H_N_2,X17_4N_H_N_2,X18_4N_H_N_2,X19_4N_H_N_2,X20_4N_H_N_2
Otu234,0.00281954887218045,0.012218045112782,0.0037593984962406,0.00281954887218045,0.00845864661654135,0.0131578947368421,0.0018796992481203,0,0.0018796992481203,0.0037593984962406,0
Otu411,0,0,0.00281954887218045,0,0.00845864661654135,0.00281954887218045,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0
Otu47,0.106203007518797,0.259398496240602,0.100563909774436,0.068609022556391,0.0667293233082707,0.0798872180451128,0.0075187969924812,0.018796992481203,0.0234962406015038,0.0535714285714286,0.037593984962406
Otu2383,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu285,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015,0.0018796992481203,0
Otu402,0,0,0,0,0,0.00093984962406015,0,0,0,0,0
Otu1101,0,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu1915,0,0,0,0,0,0,0,0,0,0.0018796992481203,0
Otu195,0.0169172932330827,0.0441729323308271,0.0197368421052632,0.0206766917293233,0.0328947368421053,0.00469924812030075,0.00281954887218045,0.0291353383458647,0.0197368421052632,0.0178571428571429,0.0272556390977444
Otu13013,0,0,0,0,0,0,0.0018796992481203,0,0.00093984962406015,0,0
Otu433,0,0,0,0.0018796992481203,0,0,0,0,0,0,0
Otu11910,0.00093984962406015,0,0,0.00281954887218045,0,0,0.00093984962406015,0,0,0,0.0018796992481203
Otu284,0.0018796992481203,0.00093984962406015,0,0.00281954887218045,0.00093984962406015,0.00281954887218045,0,0.0037593984962406,0.00093984962406015,0,0.00093984962406015
Otu677,0.00093984962406015,0,0.00093984962406015,0,0,0.00657894736842105,0,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.00093984962406015
Otu1395,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu1605,0,0,0,0.00093984962406015,0,0,0,0,0.0018796992481203,0,0
Otu569,0,0.00281954887218045,0.0018796992481203,0,0.00093984962406015,0,0,0,0,0,0.00093984962406015
Otu1682,0,0,0,0,0,0,0,0,0,0,0.00093984962406015
Otu1000,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu323,0.0093984962406015,0.0018796992481203,0.00469924812030075,0.00281954887218045,0.00093984962406015,0,0.0018796992481203,0.0056390977443609,0.00657894736842105,0.0093984962406015,0.00469924812030075
Otu136,0.0056390977443609,0.0300751879699248,0.0112781954887218,0.0037593984962406,0.0244360902255639,0.00845864661654135,0.0018796992481203,0.0159774436090226,0.00657894736842105,0.0103383458646617,0.018796992481203
Otu8517,0,0,0,0.0018796992481203,0,0,0,0,0.00093984962406015,0,0
Otu108,0.0112781954887218,0.0018796992481203,0.0103383458646617,0.0075187969924812,0.0075187969924812,0,0,0.00093984962406015,0,0.0018796992481203,0.00281954887218045
Otu38,0,0.0037593984962406,0,0,0,0,0,0,0,0.00469924812030075,0
Otu79,0.0197368421052632,0.00281954887218045,0.0159774436090226,0.0056390977443609,0.0216165413533835,0.0056390977443609,0.00657894736842105,0.00845864661654135,0.012218045112782,0.0112781954887218,0.0037593984962406
Otu140,0.0159774436090226,0,0,0.0488721804511278,0.0093984962406015,0.0244360902255639,0.0056390977443609,0.0075187969924812,0.00281954887218045,0.00657894736842105,0.00093984962406015
Otu221,0.0056390977443609,0,0.00469924812030075,0.0093984962406015,0.0018796992481203,0.00281954887218045,0.0037593984962406,0.0056390977443609,0.018796992481203,0.0075187969924812,0.0112781954887218
Otu12631,0.0018796992481203,0,0.00093984962406015,0.0056390977443609,0.00093984962406015,0,0,0,0,0,0.0018796992481203
Otu219,0,0.00281954887218045,0,0,0,0.00093984962406015,0,0,0.00469924812030075,0.0018796992481203,0.0018796992481203
Otu10247,0.00281954887218045,0,0,0.0018796992481203,0,0.00093984962406015,0,0,0,0.00093984962406015,0
Otu240,0.0075187969924812,0.0131578947368421,0,0.00469924812030075,0.00093984962406015,0.00281954887218045,0.0037593984962406,0.00845864661654135,0.0056390977443609,0.0103383458646617,0.00657894736842105
Otu1490,0,0,0,0.00093984962406015,0,0,0,0,0,0,0
Otu160,0.0075187969924812,0.0140977443609023,0.0075187969924812,0.0018796992481203,0.0037593984962406,0.0056390977443609,0.0093984962406015,0.0140977443609023,0.0018796992481203,0.00281954887218045,0.0131578947368421
Otu2271,0,0,0,0,0,0,0.00657894736842105,0,0,0,0
Otu86,0,0,0,0.0018796992481203,0,0,0.00093984962406015,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0150375939849624
Otu1378,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0,0.0018796992481203,0.0018796992481203,0.00093984962406015
Otu9158,0.0018796992481203,0,0,0.00093984962406015,0,0.00093984962406015,0,0.0018796992481203,0,0,0.00093984962406015
Otu1787,0.00093984962406015,0,0.00093984962406015,0,0,0,0.0018796992481203,0,0,0,0
Otu589,0,0,0,0.00093984962406015,0,0,0,0.00093984962406015,0,0.00281954887218045,0.00093984962406015
Otu431,0.00845864661654135,0.0018796992481203,0.00657894736842105,0.0056390977443609,0.00469924812030075,0.0150375939849624,0.00281954887218045,0.0112781954887218,0.00845864661654135,0.0140977443609023,0.00469924812030075
Otu437,0.00281954887218045,0,0,0,0.00093984962406015,0.00281954887218045,0.0018796992481203,0.00281954887218045,0,0.00093984962406015,0.00469924812030075
Otu2850,0,0,0,0.00093984962406015,0.00281954887218045,0,0.00093984962406015,0,0.0018796992481203,0.0018796992481203,0
Otu14465,0.0037593984962406,0,0,0,0,0.0018796992481203,0,0,0.00093984962406015,0,0
Otu81,0.00281954887218045,0.0018796992481203,0,0,0,0,0,0,0.0093984962406015,0.0103383458646617,0.0018796992481203
