,X10_15S_H_C_0,X11_15S_H_C_0,X12_15S_H_C_0,X13_15S_H_C_0,X14_15S_H_C_0,X15_15S_H_C_0,X16_15S_H_C_0,X17_15S_H_C_0,X18_15S_H_C_0,X19_15S_H_C_0,X20_15S_H_C_0
Otu234,0.0225563909774436,0.00469924812030075,0.0479323308270677,0.00657894736842105,0.00845864661654135,0.0018796992481203,0.0140977443609023,0.00281954887218045,0.00845864661654135,0,0.00281954887218045
Otu411,0,0,0,0,0,0.00093984962406015,0,0.00093984962406015,0.00281954887218045,0,0
Otu47,0.0385338345864662,0.068609022556391,0.335526315789474,0.156015037593985,0.203947368421053,0.0441729323308271,0.0780075187969925,0.0357142857142857,0.0338345864661654,0.0404135338345865,0.0911654135338346
Otu2383,0,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu285,0,0.00093984962406015,0,0,0,0,0.00281954887218045,0,0,0,0.00093984962406015
Otu402,0.00281954887218045,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0.00281954887218045,0
Otu1915,0,0,0,0,0,0,0,0,0.00093984962406015,0,0
Otu195,0.0140977443609023,0.0112781954887218,0.0291353383458647,0.0253759398496241,0.0103383458646617,0.0319548872180451,0.0112781954887218,0.037593984962406,0.0573308270676692,0.0150375939849624,0.0272556390977444
Otu13013,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0,0,0
Otu1019,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu433,0.0159774436090226,0,0,0.0281954887218045,0,0,0.0093984962406015,0,0,0,0
Otu11910,0,0.00281954887218045,0,0,0,0,0,0,0.0018796992481203,0,0.00281954887218045
Otu284,0.0018796992481203,0,0,0,0,0.0093984962406015,0.0263157894736842,0.00093984962406015,0.0037593984962406,0.00469924812030075,0.0018796992481203
Otu677,0,0,0,0,0.0018796992481203,0,0,0.00093984962406015,0.0018796992481203,0.00281954887218045,0
Otu1605,0,0,0,0.0018796992481203,0,0,0,0.0018796992481203,0.0018796992481203,0,0.0018796992481203
Otu569,0.00281954887218045,0,0,0.00093984962406015,0,0,0,0,0.00093984962406015,0,0.00281954887218045
Otu1682,0.00093984962406015,0,0,0,0,0,0,0,0,0.00093984962406015,0
Otu1000,0,0.00093984962406015,0,0,0,0,0,0,0,0.0018796992481203,0
Otu323,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0.00281954887218045,0.0056390977443609,0.00093984962406015,0,0.00469924812030075,0.0037593984962406
