,Confidence,Group,Domain,Phylum,Class,Order,Family,Genus,Species,Abun,frequency
Otu234,0.999917388,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,,0.0105946684894053,0.909090909090909
Otu411,0.999883114,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_sp.,0.000341763499658236,0.272727272727273
Otu47,0.906333004,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,,0.0552802460697197,1
Otu2383,0.819536251,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,,0.000170881749829118,0.181818181818182
Otu285,0.966892838,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Blepharismidae,Blepharisma,Blepharisma_sp.,0.00093984962406015,0.636363636363636
Otu402,0.740060064,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Amoebogregarina,Amoebogregarina_sp.,0.000427204374572795,0.363636363636364
Otu1915,0.852205809,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,,,,0.000427204374572795,0.272727272727273
Otu195,0.724830374,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Sandonidae_X_sp.,0.013755980861244,1
Otu1019,0.890488913,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,Hartmannellidae,Copromyxa,Copromyxa_sp.,0.000768967874231032,0.272727272727273
Otu433,0.999660222,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,,8.54408749145591e-05,0.0909090909090909
Otu11910,0.804175737,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Oxytrichidae_X_sp.,0.000854408749145591,0.454545454545455
Otu13759,0.841397045,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,,0.000256322624743677,0.0909090909090909
Otu284,0.867466942,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,,,,0.00213602187286398,0.818181818181818
Otu677,0.882978269,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,,0.000598086124401914,0.363636363636364
Otu3222,0.714469658,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.,0.000512645249487355,0.272727272727273
Otu1605,0.906644214,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp.,8.54408749145591e-05,0.0909090909090909
Otu569,0.941854666,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_plasmodialis,0.000683526999316473,0.454545454545455
Otu1000,0.702799829,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,,0.000341763499658236,0.272727272727273
Otu323,0.896313252,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_longicauda,0.00666438824333561,1
Otu136,0.856570703,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Colpoda_inflata,0.016660970608339,1
Otu108,0.712666441,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,,,0.00324675324675325,0.909090909090909
Otu38,1,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis,Monocystis_sp.,0.00162337662337662,0.454545454545455
Otu79,0.990547042,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Pseudoplatyophrya,Pseudoplatyophrya_nana,0.0184552289815448,1
Otu140,0.999990829,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.,0.00529733424470267,1
Otu221,0.999998272,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.,0.00982570061517431,1
Otu12631,0.801420802,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Chrysophyceae_Clade-C_X,Chrysophyceae_Clade-C_X_sp.,0.00205058099794942,0.909090909090909
Otu219,0.959434932,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,,0.00384483937115516,0.727272727272727
Otu10247,0.994142955,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,,0.00281954887218045,0.727272727272727
Otu240,0.999998817,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.,0.00538277511961722,0.909090909090909
Otu5352,1,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.,8.54408749145591e-05,0.0909090909090909
Otu1490,0.766558027,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Paraflabellula,Paraflabellula_hoguae,8.54408749145591e-05,0.0909090909090909
Otu2370,0.999999832,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Plasmodiophorida,Plasmodiophorida_X,Plasmodiophorida_XX,Plasmodiophorida_XX_sp.,8.54408749145591e-05,0.0909090909090909
Otu2500,0.999999083,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12C,MAST-12C_X,MAST-12C_XX,MAST-12C_XX_sp.,8.54408749145591e-05,0.0909090909090909
Otu160,0.825556971,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Colpoda_maupasi,0.0111927546138072,1
Otu2271,0.999999121,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,WIM-1-lineage,WIM-1-lineage_X,WIM-1-lineage_X_sp.,8.54408749145591e-05,0.0909090909090909
Otu86,0.994527414,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Ascogregarina,Ascogregarina_sp.,0.00598086124401914,0.636363636363636
Otu1378,0.91065169,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosidida_X,Cyrtolophosidida_X_sp.,0.000768967874231032,0.545454545454545
Otu9158,0.808937146,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Spongomonadida,Spongomonadidae,Spongomonadidae_X,Spongomonadidae_X_sp.,0.0018796992481203,0.818181818181818
Otu1787,0.72762602,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chloromonas,,0.000341763499658236,0.272727272727273
Otu589,0.923635451,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,,0.000256322624743677,0.272727272727273
Otu431,0.941452329,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinematidae_X,Trinematidae_X_sp.,0.00615174299384826,1
Otu437,0.995271376,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.,0.00179425837320574,0.636363636363636
Otu1713,0.980795845,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Colpodellaceae,Colpodellidae2,Colpodellidae2_sp.,8.54408749145591e-05,0.0909090909090909
Otu2850,0.944595123,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_sp.,0.00136705399863295,0.818181818181818
Otu14465,0.769503208,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Poterioochromonas,Poterioochromonas_stipitata,0.0014524948735475,0.727272727272727
Otu81,1,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis,Monocystis_sp.,8.54408749145591e-05,0.0909090909090909
Otu4381,0.76503791,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,,8.54408749145591e-05,0.0909090909090909
