,X10_3S_N_C_1,X11_3S_N_C_1,X12_3S_N_C_1,X13_3S_N_C_1,X14_3S_N_C_1,X15_3S_N_C_1,X16_3S_N_C_1,X17_3S_N_C_1,X18_3S_N_C_1,X19_3S_N_C_1,X20_3S_N_C_1
Otu234,0.0037593984962406,0.0056390977443609,0.00281954887218045,0.0018796992481203,0.0159774436090226,0.00281954887218045,0,0,0.0037593984962406,0.00281954887218045,0.0018796992481203
Otu411,0.0037593984962406,0.0018796992481203,0.00093984962406015,0.00093984962406015,0.0018796992481203,0,0,0.00093984962406015,0,0.0018796992481203,0
Otu47,0.0770676691729323,0.150375939849624,0.0864661654135338,0.0620300751879699,0.129699248120301,0.0545112781954887,0.018796992481203,0.0075187969924812,0.0159774436090226,0.049812030075188,0.0150375939849624
Otu2383,0,0,0,0,0,0,0,0.00093984962406015,0,0,0
Otu285,0,0.00093984962406015,0.0018796992481203,0,0,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0.0037593984962406,0
Otu402,0,0,0,0.00281954887218045,0.00093984962406015,0.0018796992481203,0,0.00469924812030075,0,0,0
Otu1915,0,0,0,0.00093984962406015,0,0.00093984962406015,0,0,0,0.00093984962406015,0
Otu195,0.0234962406015038,0.00845864661654135,0.0103383458646617,0.0093984962406015,0.018796992481203,0.00469924812030075,0.00093984962406015,0.0112781954887218,0.0169172932330827,0.0234962406015038,0.0234962406015038
Otu13013,0,0,0,0,0.00093984962406015,0,0,0,0,0,0
Otu1019,0,0,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015
Otu433,0.00093984962406015,0,0,0,0,0,0,0,0,0,0
Otu11910,0.0075187969924812,0.00093984962406015,0.00469924812030075,0.0018796992481203,0.0037593984962406,0.00281954887218045,0.00093984962406015,0.0018796992481203,0.0056390977443609,0,0.00845864661654135
Otu13759,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0,0,0.00093984962406015,0
Otu284,0.00281954887218045,0.00093984962406015,0,0.00657894736842105,0.00281954887218045,0.00281954887218045,0.00093984962406015,0.0075187969924812,0.0037593984962406,0.00469924812030075,0.0037593984962406
Otu677,0.00093984962406015,0.0018796992481203,0.0018796992481203,0,0,0,0,0.0037593984962406,0.0075187969924812,0.00093984962406015,0.00093984962406015
Otu3222,0,0,0,0,0,0,0,0,0,0,0.0018796992481203
Otu1605,0,0.0018796992481203,0,0.0018796992481203,0,0,0,0,0,0,0
Otu569,0.0018796992481203,0.00093984962406015,0.0018796992481203,0,0.00281954887218045,0,0,0.00093984962406015,0,0,0.0018796992481203
Otu1682,0,0,0,0,0,0,0,0.00093984962406015,0.00093984962406015,0,0
Otu1000,0,0,0.0018796992481203,0,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0.00093984962406015,0,0.00093984962406015
Otu323,0.00845864661654135,0.00469924812030075,0.00281954887218045,0.00093984962406015,0.00469924812030075,0.00093984962406015,0,0.00657894736842105,0.00657894736842105,0.00469924812030075,0.00657894736842105
Otu136,0.0234962406015038,0.00845864661654135,0.0018796992481203,0.012218045112782,0.0244360902255639,0.0037593984962406,0,0.0056390977443609,0,0.0131578947368421,0.0272556390977444
Otu8517,0.00281954887218045,0,0.00093984962406015,0,0,0,0,0,0,0,0
Otu1088,0.0037593984962406,0,0,0,0,0,0,0,0,0,0
Otu108,0.00093984962406015,0.0140977443609023,0.0075187969924812,0.0075187969924812,0.0075187969924812,0,0.00093984962406015,0.0018796992481203,0.00093984962406015,0,0.00093984962406015
Otu38,0.00093984962406015,0.0037593984962406,0.00093984962406015,0,0,0,0,0,0,0,0.0018796992481203
Otu79,0.0441729323308271,0.00657894736842105,0.0206766917293233,0.0300751879699248,0.0075187969924812,0.0206766917293233,0,0.0075187969924812,0.012218045112782,0.0056390977443609,0.0103383458646617
Otu140,0.00845864661654135,0,0.0037593984962406,0.00845864661654135,0.0150375939849624,0.0178571428571429,0,0.00657894736842105,0.0056390977443609,0.00469924812030075,0.00093984962406015
Otu221,0.0197368421052632,0,0.00469924812030075,0.012218045112782,0.0075187969924812,0.0112781954887218,0.0018796992481203,0.0075187969924812,0.0159774436090226,0.0159774436090226,0.0103383458646617
Otu12631,0,0.00281954887218045,0.00281954887218045,0.00469924812030075,0,0.00093984962406015,0,0,0.00093984962406015,0,0
Otu219,0.0281954887218045,0.00657894736842105,0,0.0103383458646617,0.00093984962406015,0.0093984962406015,0.00093984962406015,0.00093984962406015,0.0037593984962406,0.00281954887218045,0
Otu10247,0.00093984962406015,0,0,0.00281954887218045,0.0018796992481203,0.00093984962406015,0.00093984962406015,0,0,0.00281954887218045,0
