,X10_17N_N_N_2,X11_17N_N_N_2,X12_17N_N_N_2,X13_17N_N_N_2,X14_17N_N_N_2,X15_17N_N_N_2,X16_17N_N_N_2,X17_17N_N_N_2,X18_17N_N_N_2,X19_17N_N_N_2,X20_17N_N_N_2
Otu234,0.0075187969924812,0.00845864661654135,0.0150375939849624,0.012218045112782,0.00845864661654135,0.0018796992481203,0.0018796992481203,0.00469924812030075,0.0018796992481203,0,0.00093984962406015
Otu411,0.0018796992481203,0.00657894736842105,0.0140977443609023,0.0056390977443609,0,0.0178571428571429,0.00093984962406015,0.00281954887218045,0,0.0037593984962406,0.00093984962406015
Otu47,0.0216165413533835,0.203007518796992,0.0545112781954887,0.0789473684210526,0.131578947368421,0.00469924812030075,0.0093984962406015,0.0150375939849624,0.037593984962406,0.018796992481203,0.0112781954887218
Otu2383,0,0.00093984962406015,0,0,0,0,0,0,0,0.0018796992481203,0
Otu285,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0.00093984962406015,0,0.00093984962406015,0,0
Otu402,0.0056390977443609,0,0,0.0018796992481203,0,0,0.0018796992481203,0,0,0,0
Otu1101,0,0,0.0018796992481203,0,0,0,0,0,0,0.00093984962406015,0
Otu1915,0,0.00093984962406015,0,0,0,0.0018796992481203,0,0,0,0,0
Otu195,0.0225563909774436,0.0244360902255639,0.0206766917293233,0.0103383458646617,0.0112781954887218,0.0197368421052632,0.0197368421052632,0.0234962406015038,0.0216165413533835,0.0178571428571429,0.0291353383458647
Otu13013,0,0,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0,0
Otu1019,0,0,0,0.00093984962406015,0,0,0.00093984962406015,0.00093984962406015,0,0,0.00093984962406015
Otu433,0.00093984962406015,0,0.0037593984962406,0,0,0,0,0,0,0,0
Otu11910,0.0018796992481203,0.0018796992481203,0.00281954887218045,0.0037593984962406,0,0,0,0,0.0018796992481203,0.00093984962406015,0
