,Confidence,Group,Domain,Phylum,Class,Order,Family,Genus,Species,Abun,frequency
Otu234,0.999917388,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,,0.00580997949419003,0.909090909090909
Otu411,0.999883114,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_sp.,0.000598086124401914,0.272727272727273
Otu47,0.906333004,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,,0.0784347231715652,1
Otu2383,0.819536251,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,,0.000512645249487354,0.181818181818182
Otu285,0.966892838,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Blepharismidae,Blepharisma,Blepharisma_sp.,0.000170881749829118,0.181818181818182
Otu402,0.740060064,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Amoebogregarina,Amoebogregarina_sp.,0.00153793574846206,0.363636363636364
Otu1915,0.852205809,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,,,,0.000341763499658236,0.0909090909090909
Otu195,0.724830374,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Sandonidae_X_sp.,0.0150375939849624,1
Otu13013,0.999875961,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,,,0.000512645249487355,0.272727272727273
Otu433,0.999660222,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,,0.00418660287081341,0.454545454545455
Otu11910,0.804175737,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Oxytrichidae_X_sp.,0.000768967874231032,0.454545454545455
Otu13759,0.841397045,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,,0.000427204374572795,0.181818181818182
Otu284,0.867466942,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,,,,0.00205058099794942,0.818181818181818
Otu677,0.882978269,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,,0.000170881749829118,0.181818181818182
Otu1605,0.906644214,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp.,0.000683526999316473,0.454545454545455
Otu569,0.941854666,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_plasmodialis,0.000683526999316473,0.454545454545455
Otu1682,0.932726901,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,,,8.54408749145591e-05,0.0909090909090909
Otu1000,0.702799829,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,,8.54408749145591e-05,0.0909090909090909
Otu323,0.896313252,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_longicauda,0.00384483937115516,0.909090909090909
Otu136,0.856570703,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Colpoda_inflata,0.0165755297334245,0.909090909090909
Otu1088,0.999999989,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Colpodellaceae,Colpodella,Colpodella_sp.,8.54408749145591e-05,0.0909090909090909
Otu108,0.712666441,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,,,0.00324675324675325,0.909090909090909
Otu38,1,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis,Monocystis_sp.,0.00093984962406015,0.181818181818182
Otu79,0.990547042,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Pseudoplatyophrya,Pseudoplatyophrya_nana,0.0182843472317157,1
Otu140,0.999990829,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.,0.00410116199589884,0.818181818181818
