,X10_15N_H_N_0,X11_15N_H_N_0,X12_15N_H_N_0,X13_15N_H_N_0,X14_15N_H_N_0,X15_15N_H_N_0,X16_15N_H_N_0,X17_15N_H_N_0,X18_15N_H_N_0,X19_15N_H_N_0,X20_15N_H_N_0
493564de8deafaaca9b2ed27d2b6920b,0.67890844172405,0.0478194338179036,0.0612088752869166,0.226727875541954,0.00739607243050242,0.389951542973731,0.534940066309615,0.155062484060189,0.352206069880133,0.467865340474369,0.603800051007396
c0c154e05660037ec3b4a48f7b790364,0.0320071410354501,0.372864065289467,0.450522825809742,0.271486865595511,0.276587605202754,0.0394032134659526,0.0877327212445805,0.23335883703137,0.139250191277735,0.0632491711298138,0.0349400663096149
646d5b9062b22a1e3a1ec1986a855f62,0.0312420300943637,0.222137209895435,0.100867125733231,0.0831420555980617,0.404106095383831,0.0429737311910227,0.03672532517215,0.260265238459577,0.172277480234634,0.0728130578933945,0.066947207345065
3be82cf832cada69d2385e3ae4d148a9,0.0921958684009181,0.0314970670747258,0.0770211680693701,0.0721754654424892,0.0195103289977047,0.122417750573833,0.141928079571538,0.0555980617189492,0.101249681203775,0.127008416220352,0.115531752104055
9d7af83a1e2fc91556d87b6865292a9a,0.00688599846977812,0.0214231063504208,0.00280540678398368,0.10303494006631,0.000255036980362153,0.0221882172915073,0.0327722519765366,0.0149196633511859,0.00828870186176996,0.00841622035195103,0.00522825809742413
7cfc4db5e6907cc0ca798828dfa8bf51,0,0,0,0.000127518490181076,0,0,0,0.000127518490181076,0,0,0
23a112a9a135efefb7832a8891209e74,0.076893649579189,0.178780923233869,0.173552665136445,0.108645753634277,0.0967865340474369,0.15289466972711,0.0655445039530732,0.184646773782198,0.143458301453711,0.1374649324152,0.10660545779138
30663607798226a8669ca7c6e3deb903,0.0321346595256312,0.0270339199183882,0.0113491456261158,0.0307319561336394,0.00612088752869166,0.107880642693191,0.0480744707982657,0.0187452180566182,0.013389441469013,0.0238459576638613,0.0138995154297373
7860130e7d02cabbef9dc43635bf2bf3,0.00140270339199184,0.00981892374394287,0.00675847997959704,0.00956388676358072,0.00318796225452691,0.00765110941086458,0.00318796225452691,0.00726855394032135,0.0053557765876052,0.00637592450905381,0.00382555470543229
03f210497c0c675e81fcbb852d4ce60e,0.00114766641162969,0.00293292527416475,0.00153022188217292,0.00701351695995919,0,0.000765110941086458,0.00127518490181076,0.00586585054832951,0.00191277735271614,0.00127518490181076,0.00165774037235399
d5db5b89d3757cfb56bacc6bd406cae8,0.000637592450905381,0.00102014792144861,0.00153022188217292,0.00165774037235399,0.00127518490181076,0.000637592450905381,0.000127518490181076,0.00140270339199184,0.00165774037235399,0.00140270339199184,0.00280540678398368
79d7fab84f7fc95646fe8f9bc52a4088,0.00433562866615659,0.00790614639122673,0.0127518490181076,0.00663096148941597,0.00777862790104565,0.0170874776842642,0.00599336903851058,0.00599336903851058,0.0107115531752104,0.00790614639122673,0.00599336903851058
5da2d45b0bbd06a8f6fbbce9633fa374,0.00369803621525121,0.000255036980362153,0,0.00471818413669982,0.000382555470543229,0.00357051772507014,0.000255036980362153,0.00229533282325937,0.00102014792144861,0.00102014792144861,0.000255036980362153
7aa38cec7f0ff0da1ec16c8883fd2fc2,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
b8de2ca2510e7193c9b40c74e6eb2a0b,0.00318796225452691,0.00242285131344045,0.00102014792144861,0.00280540678398368,0.00191277735271614,0.0021678143330783,0.00140270339199184,0.00255036980362153,0.00293292527416475,0.00739607243050242,0.00331548074470798
d73db7165b8f5daaafc14661fd5e514f,0.000127518490181076,0.000637592450905381,0,0.000510073960724305,0,0.000382555470543229,0.00153022188217292,0.000127518490181076,0,0.000637592450905381,0.000255036980362153
74a97f6c261a13abbb0b5a7e60c93b27,0.000127518490181076,0.000127518490181076,0,0.00178525886253507,0,0.000637592450905381,0,0.00102014792144861,0.000127518490181076,0.000892629431267534,0
f718c55cbdf135388d262c8694259841,0,0.000127518490181076,0.000127518490181076,0.000255036980362153,0,0.000255036980362153,0.000255036980362153,0,0.000127518490181076,0.000510073960724305,0.000127518490181076
5408d9d7ea48760cc3958cd7f0e0e1e2,0,0.000127518490181076,0.000127518490181076,0,0,0,0,0,0,0,0.000127518490181076
91b403bf28c846b3fed445f419768be0,0.00255036980362153,0.000637592450905381,0,0.00242285131344045,0.000127518490181076,0.00522825809742413,0.00433562866615659,0.00102014792144861,0.000127518490181076,0.00102014792144861,0.000637592450905381
ea5e872f4f2c06c63d2221b3c78dded3,0.0053557765876052,0.000127518490181076,0.0118592195868401,0.00994644223412395,0.0048457026268809,0.00459066564651875,0,0.00229533282325937,0.00127518490181076,0.00229533282325937,0.000510073960724305
4108ed12719f89edc78c6ef5246c5625,0.00102014792144861,0,0,0.000382555470543229,0.000382555470543229,0.00382555470543229,0.000510073960724305,0,0.000255036980362153,0,0.000382555470543229
5ae18ef98de230850f2e0aa00ffad913,0.00165774037235399,0.000127518490181076,0.000255036980362153,0.000637592450905381,0,0.00306044376434583,0.00153022188217292,0.000255036980362153,0.000255036980362153,0.0026778882938026,0.000382555470543229
e487145a0664e0118c90d46597f1cc09,0.000127518490181076,0,0,0.000127518490181076,0,0,0,0,0,0,0
5a57689f480a337f67b718a66c58c6c0,0.00204029584289722,0.0354501402703392,0.0302218821729151,0.00140270339199184,0.0118592195868401,0.00344299923488906,0.00127518490181076,0.00395307319561336,0.00318796225452691,0.00280540678398368,0.00395307319561336
25a3bbb3b9422aa8140a93985ae467b5,0.000510073960724305,0.000255036980362153,0.000127518490181076,0.000382555470543229,0,0.000765110941086458,0.000892629431267534,0.000892629431267534,0.00114766641162969,0.00127518490181076,0.000765110941086458
