,Kingdom,Phylum,Class,Order,Family,Genus,Species,Kingdom.Confidence,Phylum.Confidence,Class.Confidence,Order.Confidence,Family.Confidence,Genus.Confidence,Abun,frequency
493564de8deafaaca9b2ed27d2b6920b,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,1,0.292156453594862,1
c0c154e05660037ec3b4a48f7b790364,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus,unclassified,1,1,1,1,1,0.68,0.17002851777144,1
646d5b9062b22a1e3a1ec1986a855f62,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.98,0.120910713871693,1
3be82cf832cada69d2385e3ae4d148a9,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.99,0.083802833229,1
9d7af83a1e2fc91556d87b6865292a9a,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,1,0.0256080313463634,1
7cfc4db5e6907cc0ca798828dfa8bf51,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.98,0.73,0.73,0.73,0.34,0.34,5.79629500823073e-05,0.181818181818182
23a112a9a135efefb7832a8891209e74,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.99,0.153265632607637,1
30663607798226a8669ca7c6e3deb903,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,1,0.0552039136583895,1
7860130e7d02cabbef9dc43635bf2bf3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.85,0.0101782940344532,1
692d7ee2bb2bddb29ea7c71a17e961a2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,unclassified,1,1,0.99,0.82,0.82,0.73,3.47777700493845e-05,0.0909090909090909
03f210497c0c675e81fcbb852d4ce60e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,1,0.00197074030279845,1
d5db5b89d3757cfb56bacc6bd406cae8,Archaea,Crenarchaeota,Nitrososphaeria,Group_1.1c,unclassified,unclassified,unclassified,1,1,1,0.95,0.95,0.95,0.000788296121119381,0.909090909090909
9ce7e3228fba0278f66c35105f9a1c6c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.96,0.78,0.78,0.77,0.38,0.38,2.3185180032923e-05,0.0909090909090909
79d7fab84f7fc95646fe8f9bc52a4088,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,0.95,0.019869699288215,1
5da2d45b0bbd06a8f6fbbce9633fa374,Archaea,Thermoplasmatota,unclassified,unclassified,unclassified,unclassified,unclassified,1,0.86,0.46,0.46,0.46,0.46,0.00163455519232107,1
7aa38cec7f0ff0da1ec16c8883fd2fc2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,1,0.96,0.96,0.95,0.88,0.88,3.47777700493845e-05,0.0909090909090909
b8de2ca2510e7193c9b40c74e6eb2a0b,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.94,0.00180844404256799,1
d73db7165b8f5daaafc14661fd5e514f,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,unclassified,1,1,1,1,1,1,0.000915814611300456,0.636363636363636
74a97f6c261a13abbb0b5a7e60c93b27,Archaea,Thermoplasmatota,unclassified,unclassified,unclassified,unclassified,unclassified,1,0.85,0.24,0.24,0.24,0.24,0.00117085159166261,0.727272727272727
f718c55cbdf135388d262c8694259841,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,0.77,6.95555400987688e-05,0.363636363636364
5408d9d7ea48760cc3958cd7f0e0e1e2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.98,6.95555400987689e-05,0.363636363636364
91b403bf28c846b3fed445f419768be0,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.95,0.00204029584289722,1
ea5e872f4f2c06c63d2221b3c78dded3,Archaea,Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,0.98,0.89,0.71,0.43,0.43,0.43,0.00489207298694675,0.909090909090909
4108ed12719f89edc78c6ef5246c5625,Archaea,Crenarchaeota,Nitrososphaeria,Marine_Benthic_Group_A,unclassified,unclassified,unclassified,1,1,1,0.61,0.61,0.61,0.000486888780691382,0.727272727272727
5ae18ef98de230850f2e0aa00ffad913,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.54,0.00114766641162969,1
e487145a0664e0118c90d46597f1cc09,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.91,0.76,0.76,0.76,0.69,0.69,3.47777700493845e-05,0.181818181818182
5a57689f480a337f67b718a66c58c6c0,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,0.74,0.0132271452087825,1
25a3bbb3b9422aa8140a93985ae467b5,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.67,0.000695555400987689,0.909090909090909
1797dd00499cabae8df156ec4460309f,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.96,0.0020171106628643,1
ec7664d1bdebe77416d7d3b6360be425,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unclassified,1,1,1,1,1,0.77,0.000197074030279845,0.454545454545455
5af7c72c817ba99e2d4a8d1ffde7630a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.97,0.75,0.75,0.75,0.51,0.51,0.000266629570378614,0.272727272727273
3067e409641b26763dbc89dd67374a80,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.82,0.79,0.79,0.79,0.78,0.78,2.31851800329229e-05,0.181818181818182
dcde1e8e65f73da67beb76bdc3a98fa5,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,1,0.00963344230367948,1
588dc11b19dd0c86b9e33b182667cbdc,Archaea,Thermoplasmatota,unclassified,unclassified,unclassified,unclassified,unclassified,1,0.86,0.17,0.17,0.17,0.17,0.000162296260230461,0.545454545454545
d7f271446f8e1bdedddf796cea8831b7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CG1-02-57-44,unclassified,unclassified,0.99,0.95,0.95,0.95,0.67,0.67,0.000139111080197538,0.272727272727273
561a63fd5767c4f8ce72d35d0f91bc43,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.79,0.000915814611300457,0.909090909090909
073bdf051c36b1911a28cc1d8b41ed15,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.56,0.000255036980362153,0.818181818181818
80493d4c7a8e4b23db27f281d5250604,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.91,0.000869444251234612,0.727272727272727
43095dd08c0e254c63ecd2c3273ae81e,Archaea,Thermoplasmatota,unclassified,unclassified,unclassified,unclassified,unclassified,0.86,0.69,0.49,0.29,0.2,0.2,0.00194755512276553,0.727272727272727
a4a94cdd3d346794b7d40d700b0d426e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.97,0.00413855463587675,1
5aa15e3c8a991c4cd29be3683bc2306e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.96,0.83,0.83,0.83,0.66,0.66,1.15925900164615e-05,0.0909090909090909
895cd41c845ad3ad9995047c02f50ac3,Archaea,Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,0.98,0.81,0.79,0.36,0.15,0.15,0.000231851800329229,0.545454545454545
829c30d56f6ff1155b84aa585ff6d0f8,Archaea,Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,0.98,0.83,0.67,0.32,0.32,0.32,0.000266629570378614,0.545454545454545
f140b93ddbd29e6c331be311c88f8519,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.99,0.00054485173077369,0.727272727272727
ea70f4036b09db7288e929e8b938e945,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.94,0.85,0.85,0.85,0.8,0.8,2.31851800329229e-05,0.181818181818182
540a8482f86ffaca907c0b0a4e24eebb,Archaea,Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,1,0.78,0.61,0.12,0.12,0.11,0.000150703670213999,0.454545454545455
e9a45553d33a8b19ec6eaf32488426c9,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.89,3.47777700493844e-05,0.272727272727273
519b938f2b33c1e5f011a12a2419074f,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.63,0.00047529619067492,0.818181818181818
b6e028e29246156c45d06f069c1f2f80,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.99,0.95,0.95,0.95,0.95,0.95,0.000243444390345691,0.181818181818182
f5bf95453f067053403679c792c5bae6,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.71,0.00146066634207415,1
5fa14015ff553528c0ce09de4f8a7db2,Archaea,Thermoplasmatota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,0.92,0.85,0.67,0.37,0.37,0.37,0.000104333310148153,0.272727272727273
8a9a082c5a4d007f78166de80da95975,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,unclassified,unclassified,unclassified,0.97,0.92,0.92,0.92,0.77,0.77,3.47777700493844e-05,0.181818181818182
00edb9eba9c8c85cc38cf02811e0edef,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,unclassified,unclassified,unclassified,0.99,0.94,0.81,0.66,0.66,0.66,0.000185481440263384,0.636363636363636
817aaf91b23d761a5a37eb00cf2125bb,Archaea,Crenarchaeota,Nitrososphaeria,Group_1.1c,unclassified,unclassified,unclassified,1,1,1,1,1,1,0.000127518490181076,0.454545454545455
cab1bc955caff1034b633bf8ff6ab128,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unclassified,unclassified,1,1,1,1,1,0.5,0.000811481301152303,0.727272727272727
