,X10_20S_H_C_1,X11_20S_H_C_1,X12_20S_H_C_1,X13_20S_H_C_1,X14_20S_H_C_1,X15_20S_H_C_1,X16_20S_H_C_1,X17_20S_H_C_1,X18_20S_H_C_1,X19_20S_H_C_1,X20_20S_H_C_1
493564de8deafaaca9b2ed27d2b6920b,0.558530986993114,0.266386125988268,0.31994389186432,0.219459321601632,0.189237439428717,0.250063759245091,0.39454220862025,0.334353481254782,0.454858454475899,0.290104565161948,0.444401938281051
c0c154e05660037ec3b4a48f7b790364,0.0782963529711808,0.354628921193573,0.102524866105585,0.17648559041061,0.314715633766896,0.0503698036215251,0.0290742157612854,0.0800816118337159,0.114384085692425,0.180566182096404,0.179035960214231
646d5b9062b22a1e3a1ec1986a855f62,0.0471818413669982,0.0916857944401938,0.0907931650089263,0.112853863810252,0.0905381280285641,0.12917623055343,0.0391481764855904,0.0795715378729916,0.0976791634787044,0.0715378729915838,0.0508798775822494
3be82cf832cada69d2385e3ae4d148a9,0.0833970925784239,0.080336648814078,0.183116551900026,0.0599336903851058,0.174445294567712,0.196378474878857,0.226472838561591,0.179418515684774,0.129048712063249,0.134659525631217,0.116934455496047
9d7af83a1e2fc91556d87b6865292a9a,0.0229533282325937,0.0510073960724305,0.015047181841367,0.0270339199183882,0.0105840346850293,0.00828870186176996,0.013389441469013,0.0303494006630961,0.023463402193318,0.0357051772507014,0.0544503953073196
7cfc4db5e6907cc0ca798828dfa8bf51,0,0.00114766641162969,0.0247385870951288,0,0,0,0,0,0,0,0
23a112a9a135efefb7832a8891209e74,0.119484825299668,0.0580209130323897,0.126243305279265,0.235271614384086,0.117061973986228,0.219076766131089,0.161820964039786,0.157995409334353,0.0896454985972966,0.148941596531497,0.0706452435603162
30663607798226a8669ca7c6e3deb903,0.0313695485845448,0.0154297373119102,0.0383830655445039,0.0595511349145626,0.0262688089773017,0.0309869931140015,0.0343024738587095,0.0390206579954093,0.0281815863300179,0.0226982912522316,0.0220606988013262
7860130e7d02cabbef9dc43635bf2bf3,0.00828870186176996,0.00828870186176996,0.0226982912522316,0.0142820709002805,0.0144095893904616,0.0414435093088498,0.0107115531752104,0.0182351440958939,0.00624840601887274,0.00841622035195103,0.00446314715633767
03f210497c0c675e81fcbb852d4ce60e,0.000892629431267534,0.00280540678398368,0.00127518490181076,0.00191277735271614,0.00153022188217292,0.00395307319561336,0.00102014792144861,0.00382555470543229,0.00573833205814843,0.00637592450905381,0.00714103545014027
d5db5b89d3757cfb56bacc6bd406cae8,0.000637592450905381,0,0.00114766641162969,0.00127518490181076,0.00102014792144861,0.00242285131344045,0.000382555470543229,0.000382555470543229,0.000510073960724305,0.00178525886253507,0.00127518490181076
9ce7e3228fba0278f66c35105f9a1c6c,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
79d7fab84f7fc95646fe8f9bc52a4088,0.011731701096659,0.0290742157612854,0.023335883703137,0.0288191787809232,0.0104565161948483,0.00548329507778628,0.0080336648814078,0.00637592450905381,0.00599336903851058,0.0128793675082887,0.00369803621525121
5da2d45b0bbd06a8f6fbbce9633fa374,0.00229533282325937,0,0.0021678143330783,0.00204029584289722,0.00153022188217292,0.00127518490181076,0.00102014792144861,0.000765110941086458,0.00153022188217292,0.000637592450905381,0.000255036980362153
7aa38cec7f0ff0da1ec16c8883fd2fc2,0,0,0,0.000127518490181076,0,0,0,0,0,0.000382555470543229,0
b8de2ca2510e7193c9b40c74e6eb2a0b,0.00153022188217292,0.000127518490181076,0.00127518490181076,0.00178525886253507,0.00255036980362153,0.0048457026268809,0.00357051772507014,0.00229533282325937,0.00357051772507014,0.00420811017597552,0.00229533282325937
d73db7165b8f5daaafc14661fd5e514f,0.0026778882938026,0,0,0.000127518490181076,0,0.000127518490181076,0.000510073960724305,0.000127518490181076,0,0.033409844427442,0.00178525886253507
74a97f6c261a13abbb0b5a7e60c93b27,0.000127518490181076,0,0.000127518490181076,0.000382555470543229,0,0.000127518490181076,0.000127518490181076,0.00293292527416475,0,0.000637592450905381,0.000382555470543229
f718c55cbdf135388d262c8694259841,0.000255036980362153,0.000255036980362153,0,0.000382555470543229,0.000127518490181076,0.000382555470543229,0.000127518490181076,0.000255036980362153,0,0.000127518490181076,0
91b403bf28c846b3fed445f419768be0,0.00204029584289722,0.00306044376434583,0.000510073960724305,0,0.000765110941086458,0.000765110941086458,0.000382555470543229,0.00242285131344045,0.00178525886253507,0.000765110941086458,0.00127518490181076
ab31646347b1ad7f4325cf3d75d99b50,0.000127518490181076,0,0.000127518490181076,0,0,0,0,0,0,0,0
ea5e872f4f2c06c63d2221b3c78dded3,0.00318796225452691,0,0.00624840601887274,0.0053557765876052,0.00114766641162969,0.00318796225452691,0.00854373884213211,0.00777862790104565,0.000892629431267534,0.000382555470543229,0.000892629431267534
ea24b456e3da02423a1383712fc8ba19,0,0,0,0,0.000127518490181076,0,0,0,0,0,0
4108ed12719f89edc78c6ef5246c5625,0.000382555470543229,0,0.000127518490181076,0.000255036980362153,0.000255036980362153,0.000382555470543229,0.000765110941086458,0.000892629431267534,0,0.00369803621525121,0.000382555470543229
5ae18ef98de230850f2e0aa00ffad913,0.00114766641162969,0.000127518490181076,0.00102014792144861,0.00127518490181076,0.000382555470543229,0.000510073960724305,0.00114766641162969,0.00102014792144861,0.00127518490181076,0.000637592450905381,0.00165774037235399
e487145a0664e0118c90d46597f1cc09,0,0,0,0,0,0,0,0.00114766641162969,0,0.000127518490181076,0
5a57689f480a337f67b718a66c58c6c0,0.00382555470543229,0.0224432542718694,0.00573833205814843,0.00471818413669982,0.00510073960724305,0.00165774037235399,0.00140270339199184,0.00331548074470798,0.00293292527416475,0.00433562866615659,0.00229533282325937
25a3bbb3b9422aa8140a93985ae467b5,0.00102014792144861,0.00140270339199184,0.000127518490181076,0.000127518490181076,0.000510073960724305,0.000382555470543229,0.000510073960724305,0.00204029584289722,0.00204029584289722,0.000637592450905381,0.00153022188217292
1797dd00499cabae8df156ec4460309f,0.00153022188217292,0.00165774037235399,0.00255036980362153,0.0021678143330783,0.00522825809742413,0.00790614639122673,0.00650344299923489,0.00573833205814843,0.0048457026268809,0.00344299923488906,0.00255036980362153
ec7664d1bdebe77416d7d3b6360be425,0,0,0.000255036980362153,0.000382555470543229,0.000255036980362153,0.000255036980362153,0,0,0.000127518490181076,0.000127518490181076,0.000127518490181076
5af7c72c817ba99e2d4a8d1ffde7630a,0,0,0,0.000765110941086458,0,0.000255036980362153,0,0.00102014792144861,0.000255036980362153,0.000510073960724305,0.000127518490181076
3067e409641b26763dbc89dd67374a80,0,0,0,0,0,0,0,0,0,0,0.000255036980362153
dcde1e8e65f73da67beb76bdc3a98fa5,0.00191277735271614,0.00102014792144861,0.00714103545014027,0.0164498852333588,0.0135169599591941,0.0175975516449885,0.0269064014282071,0.0048457026268809,0.00459066564651875,0.00714103545014027,0.00497322111706197
588dc11b19dd0c86b9e33b182667cbdc,0.000510073960724305,0,0,0,0,0.000255036980362153,0.000127518490181076,0.00102014792144861,0,0,0.000127518490181076
d7f271446f8e1bdedddf796cea8831b7,0.000255036980362153,0,0,0,0,0,0,0,0,0,0.000127518490181076
561a63fd5767c4f8ce72d35d0f91bc43,0.00153022188217292,0.000255036980362153,0.000510073960724305,0.00382555470543229,0.000382555470543229,0.00153022188217292,0.00229533282325937,0.00102014792144861,0.00191277735271614,0.00229533282325937,0.00165774037235399
073bdf051c36b1911a28cc1d8b41ed15,0.000255036980362153,0.000127518490181076,0,0.000637592450905381,0.000255036980362153,0.000127518490181076,0.000127518490181076,0.000255036980362153,0.000127518490181076,0.000127518490181076,0.000127518490181076
80493d4c7a8e4b23db27f281d5250604,0.000382555470543229,0.00114766641162969,0.000765110941086458,0.000637592450905381,0.00153022188217292,0.000510073960724305,0.000637592450905381,0.000510073960724305,0.00293292527416475,0.00102014792144861,0.00140270339199184
43095dd08c0e254c63ecd2c3273ae81e,0.00293292527416475,0,0.00114766641162969,0.00306044376434583,0.00102014792144861,0.00471818413669982,0.0112216271359347,0.00191277735271614,0.000892629431267534,0.000127518490181076,0.00153022188217292
a4a94cdd3d346794b7d40d700b0d426e,0.00114766641162969,0.000765110941086458,0.00382555470543229,0.00420811017597552,0.00624840601887274,0.00471818413669982,0.00102014792144861,0.00178525886253507,0.000892629431267534,0.00153022188217292,0.00140270339199184
5aa15e3c8a991c4cd29be3683bc2306e,0,0,0.000637592450905381,0,0,0,0,0,0,0,0
895cd41c845ad3ad9995047c02f50ac3,0.000127518490181076,0,0.000382555470543229,0.000127518490181076,0.000382555470543229,0.000127518490181076,0.000382555470543229,0.00127518490181076,0,0,0.000127518490181076
829c30d56f6ff1155b84aa585ff6d0f8,0.000255036980362153,0,0,0,0,0,0.000510073960724305,0,0,0.00114766641162969,0
f140b93ddbd29e6c331be311c88f8519,0,0.000637592450905381,0,0,0,0.000255036980362153,0,0.000255036980362153,0.000127518490181076,0,0
ea70f4036b09db7288e929e8b938e945,0.000127518490181076,0,0.000127518490181076,0.000255036980362153,0,0,0,0,0,0,0
540a8482f86ffaca907c0b0a4e24eebb,0.000127518490181076,0,0.000127518490181076,0.000382555470543229,0,0.000127518490181076,0,0.000127518490181076,0.000255036980362153,0.000382555470543229,0
e9a45553d33a8b19ec6eaf32488426c9,0,0.000382555470543229,0,0,0.000127518490181076,0,0.000127518490181076,0.000127518490181076,0.000127518490181076,0,0.000127518490181076
519b938f2b33c1e5f011a12a2419074f,0.000382555470543229,0.000382555470543229,0.000510073960724305,0.000127518490181076,0.000255036980362153,0.000510073960724305,0.000255036980362153,0.00114766641162969,0.000765110941086458,0.000127518490181076,0.000255036980362153
b6e028e29246156c45d06f069c1f2f80,0,0.000127518490181076,0,0.000892629431267534,0,0,0.000127518490181076,0,0,0,0
f5bf95453f067053403679c792c5bae6,0.000892629431267534,0.00165774037235399,0.000637592450905381,0.00114766641162969,0.00114766641162969,0.00153022188217292,0.00165774037235399,0.0021678143330783,0.00127518490181076,0.000892629431267534,0.00204029584289722
5fa14015ff553528c0ce09de4f8a7db2,0.000127518490181076,0,0,0,0,0,0.000127518490181076,0,0,0,0
8a9a082c5a4d007f78166de80da95975,0,0,0.000127518490181076,0,0,0.000127518490181076,0,0.000255036980362153,0,0.000510073960724305,0.000127518490181076
00edb9eba9c8c85cc38cf02811e0edef,0,0,0.000382555470543229,0.000510073960724305,0.000127518490181076,0,0.000127518490181076,0,0,0.000127518490181076,0.000382555470543229
817aaf91b23d761a5a37eb00cf2125bb,0.000382555470543229,0,0,0.000127518490181076,0,0.000255036980362153,0.000382555470543229,0,0.000382555470543229,0,0
cab1bc955caff1034b633bf8ff6ab128,0.000255036980362153,0.000637592450905381,0.000127518490181076,0,0.000127518490181076,0.000892629431267534,0.00153022188217292,0.0053557765876052,0.00382555470543229,0.000510073960724305,0.00293292527416475
c3a5e2566051d8a2932dae494cc47219,0,0.000255036980362153,0,0,0,0.000510073960724305,0,0.000255036980362153,0.000255036980362153,0.000127518490181076,0.000127518490181076
4bb0db10d6dfd21b9bcdb347b42b5e17,0.000382555470543229,0,0,0,0,0,0,0,0,0,0
91813420cdd7a7d9ed1679ccfc2babe8,0.000127518490181076,0.000255036980362153,0.00497322111706197,0.000255036980362153,0,0,0,0.000382555470543229,0,0,0
f42b8ae267e52895f042ab6ef756ac82,0.000765110941086458,0,0,0,0,0.000127518490181076,0.000255036980362153,0.000127518490181076,0.000510073960724305,0,0
d3f28a01c92ccca11a72f2b21c6279c8,0.000510073960724305,0,0,0.000765110941086458,0,0,0,0,0.000127518490181076,0.000127518490181076,0.000382555470543229
f8b5ee61987f11fa1d278f9e14a9e070,0,0,0,0,0,0,0.000127518490181076,0.000255036980362153,0,0,0
6b3a562844fc5f7c307c3b59f607bdac,0,0,0.000510073960724305,0.000382555470543229,0.000127518490181076,0.000127518490181076,0,0,0,0,0
0165ded44fec94faadf0720f09d7c331,0,0,0,0.000127518490181076,0,0,0.000255036980362153,0,0,0,0.000127518490181076
903c7a47a02f2dfdab13c94cd79da873,0.000127518490181076,0,0.000892629431267534,0.00357051772507014,0.000255036980362153,0,0,0.00102014792144861,0,0.000510073960724305,0.000255036980362153
e37e9a3ab89128915b5b75a1e4732949,0,0.00114766641162969,0.00127518490181076,0.00102014792144861,0.00191277735271614,0.000765110941086458,0.000127518490181076,0.000510073960724305,0.00165774037235399,0.000892629431267534,0.000637592450905381
9cbe3fd02e553add171cdd690b2eae7c,0.000127518490181076,0,0.000510073960724305,0.000255036980362153,0.000255036980362153,0.000127518490181076,0.00165774037235399,0.00114766641162969,0.000892629431267534,0.00357051772507014,0.000127518490181076
035ba59d166ac1807aee0471101ed085,0.000127518490181076,0,0,0,0,0,0,0,0,0,0
4ff6dfc227e1fadf3a44d1ba3f31c6c0,0,0.000127518490181076,0,0,0,0,0,0,0,0.000127518490181076,0
69fdc728baba2b51d4b962a7641575fd,0,0,0,0,0.000127518490181076,0.000127518490181076,0,0,0,0.000892629431267534,0.000127518490181076
7899017fc84a72afe6316e7de9bca7e8,0.000255036980362153,0.000127518490181076,0.000127518490181076,0.000382555470543229,0.000765110941086458,0.00153022188217292,0.000637592450905381,0.000637592450905381,0.00165774037235399,0.00204029584289722,0.00114766641162969
fe1afff4634b4de9b26380e9f3c93dfa,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
db14dcb3065974bc3becfef764ff43c6,0,0,0,0,0,0.000127518490181076,0.000255036980362153,0.000127518490181076,0.000127518490181076,0,0
821891c461dfcdb4ea2e51a9b16e59b6,0,0,0,0,0.000127518490181076,0,0,0,0,0,0
fa25e69d40b30c2c02580224421e5974,0,0,0,0,0,0,0,0,0,0.000127518490181076,0.000255036980362153
f5e0c96df901a03dd4d083c983219c82,0,0.000765110941086458,0.000127518490181076,0.000510073960724305,0.000510073960724305,0,0,0,0,0,0.000255036980362153
61bbd589696146657d369616e13f98ce,0,0,0.000127518490181076,0,0.000127518490181076,0,0.000127518490181076,0.000127518490181076,0,0,0
be3300f0c2433f9fb250833124ec2ad5,0,0.000382555470543229,0,0.000127518490181076,0,0.000127518490181076,0,0.000127518490181076,0.000127518490181076,0,0
88fa18eeb8d0cc5a0aec2b3ddbf61b1f,0,0,0,0,0,0,0,0.000382555470543229,0,0,0.000127518490181076
3a68453e999d51c9c61caeb3a2c46033,0,0,0,0.000127518490181076,0,0,0,0,0,0,0
31b4313a50621a06a35dfe0092e44926,0.000637592450905381,0,0,0,0,0.000127518490181076,0.000127518490181076,0.000510073960724305,0.000127518490181076,0,0.000382555470543229
1bb8fe9c8b0d47ebc961c7731bd5ee24,0.000127518490181076,0,0,0.000255036980362153,0.000255036980362153,0.000382555470543229,0.000127518490181076,0.00102014792144861,0.000637592450905381,0.000127518490181076,0.000637592450905381
3a38a30b5775ecd9486a6a28f89a8b61,0.000127518490181076,0,0,0,0,0,0,0,0,0.000510073960724305,0.000127518490181076
b9c094f228942c0d2231e6edb88c88d0,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
1575a7efbedc6d57b82497642820cc42,0,0.000382555470543229,0,0,0.000127518490181076,0,0.000127518490181076,0.000382555470543229,0.000255036980362153,0.000382555470543229,0
b37f8b98724a007882cb3b19f111a2c2,0,0.000127518490181076,0,0,0,0,0.000127518490181076,0,0,0,0
7f32d3cdf062e5c3bb1d1e1df2122e53,0,0.000127518490181076,0,0,0,0,0,0,0,0,0
650b443316bacdaa1451231f01779381,0.000255036980362153,0.000127518490181076,0.000127518490181076,0,0.000255036980362153,0.000255036980362153,0,0.000510073960724305,0,0,0.000510073960724305
705ae2b0c2f287f6d1d590a71560368f,0,0,0.00140270339199184,0.000510073960724305,0,0.000255036980362153,0.000637592450905381,0.000510073960724305,0,0.000127518490181076,0
9fe31ed2788dd396fd648b9c4b0053fb,0,0,0,0,0,0,0,0,0,0,0.000127518490181076
94c3112c1a8c28e49cd1685b9fa48971,0,0,0,0.000255036980362153,0,0,0,0,0,0,0
85f1b9eb707d818c4662943c75bf25b3,0,0,0,0.000127518490181076,0.000637592450905381,0.000892629431267534,0,0,0.000255036980362153,0.000255036980362153,0
d71acb9bbc5169183754f8e5e7888646,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
fa6895cfbd528f7c4a94dac39f86c27f,0.000765110941086458,0,0.000255036980362153,0,0,0,0.000255036980362153,0.00229533282325937,0,0,0
b2889bbbc89b469609e15165c17b0af0,0,0,0.000510073960724305,0,0,0,0,0,0,0,0
495b95d9bb51a87ad60ca3f1194fcf79,0.000127518490181076,0,0,0.000382555470543229,0,0,0.000127518490181076,0.000127518490181076,0,0.000510073960724305,0
ce000d8a234fc40707a94e5f534a2ff7,0,0.000255036980362153,0.000255036980362153,0,0,0,0.000382555470543229,0,0,0,0
73f908229937a8241230d41fed382e05,0.000127518490181076,0.000382555470543229,0.000510073960724305,0,0.000382555470543229,0,0.000127518490181076,0.000510073960724305,0,0,0.000382555470543229
c1737869382b11b284e9beed50e1be6d,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
2e30c5882d545743065fb548262a8692,0.000127518490181076,0,0,0,0,0,0,0,0,0,0
a843203c9c0852b053b7fc88e00f655d,0.000127518490181076,0,0,0.000127518490181076,0,0,0,0,0,0.000255036980362153,0
db5b46af5fe5d15d89dc5f52fceda1f4,0.000127518490181076,0,0,0,0,0,0.000255036980362153,0,0,0,0
25dfd8f2c806c9572a5a970f1800cb05,0,0,0,0,0.000127518490181076,0,0,0,0,0,0
4c6d31aeee51fed1a9f2684590367da7,0.000127518490181076,0,0,0.000127518490181076,0,0,0.000127518490181076,0.00140270339199184,0,0.000127518490181076,0.000510073960724305
509d54b648b177d2a582d6cf08e12014,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
d5ac5918f27d929819d1983629d199be,0,0,0,0.000255036980362153,0,0,0.000127518490181076,0.000127518490181076,0,0,0
db9b6fc13e0887a3e821c33718a62f5f,0,0,0.000127518490181076,0,0,0,0.000255036980362153,0,0,0,0
b3b27c6df89a493b3dd428c2ff20d847,0,0,0,0.000382555470543229,0,0,0,0,0,0,0
da3852280493a8ad9da60d160332d91c,0,0,0,0,0,0,0,0,0,0,0.000255036980362153
8a2aeb16113d25c9f7b6e667be61904b,0,0,0,0,0,0.000255036980362153,0.000127518490181076,0,0.000127518490181076,0.000382555470543229,0.000510073960724305
d8bca9d28bde7455140faf4021644a93,0,0.000127518490181076,0,0.000127518490181076,0,0,0,0,0,0,0
1a21c0eeadc1bb9266ecc31cb7b3b99d,0,0,0,0,0,0,0.000127518490181076,0,0,0,0
f2b9b9f6317ec16cd4d0cc0a5d644e0b,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
6e4df27b43a519904d1a955344a8a6c2,0,0,0,0,0,0,0.000510073960724305,0,0,0,0
979425b321535c13469d433f17eb4608,0,0.000127518490181076,0,0,0,0,0,0,0,0.000127518490181076,0
b196ad7c3eca48b75e5f379ec45ebdf0,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
567966b5400028ae7df96eb829f1a990,0,0,0,0,0,0,0,0,0.000127518490181076,0,0
37a7c712de4b3726642460aad61638f3,0,0,0.000382555470543229,0,0,0,0,0,0,0,0
c3fa8f49d49f424dd1a19e2cfe2338bb,0,0,0.000127518490181076,0,0,0,0,0,0,0,0
eae423b197ce45d1a6dc97cd8d1b70fd,0,0,0,0,0,0.000127518490181076,0,0.000127518490181076,0,0.000255036980362153,0.000382555470543229
b4839bacf9f0f7b6594084eb16719d89,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
31430206310b6d35575fcceaf8be91fc,0,0,0,0,0,0,0,0,0,0.00102014792144861,0
5cdd203dc9e3fa2902b0e52ea8fb3741,0,0,0,0.000127518490181076,0,0,0,0.000127518490181076,0,0.000255036980362153,0
75b94325d8b188369246a6feaa5df1dc,0,0,0,0,0,0,0,0.000382555470543229,0,0,0
ca752d61632a5bf2e3a6cce20ada33bb,0.000127518490181076,0,0,0,0,0,0.000255036980362153,0,0,0,0
24524a3d6bf62d97f9251f1a4ae849d4,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
f64bd537254db55c8c541c74f2f98ebe,0,0.000127518490181076,0.000637592450905381,0,0,0,0,0,0,0,0
2520c72abe4905d30984d27e2242ca86,0.000127518490181076,0,0,0,0,0,0,0,0,0,0
777251d3e78405e40de8dd3bc5a7582b,0,0,0.000255036980362153,0,0,0,0.000255036980362153,0,0,0,0
cbef336554d0dac7599bdf6f2ee1d732,0,0,0,0.000127518490181076,0,0,0,0,0,0,0
386a9c429bf72a9b8578c0b0ad840e0d,0,0,0,0,0,0,0,0.000127518490181076,0,0,0
731665e36934add111b1b4ddedc323e5,0,0,0,0,0.000127518490181076,0,0,0,0,0,0
176343fb953f0964f8fb42d63aa76a4d,0,0,0,0,0,0,0,0.000255036980362153,0,0,0
e936041b6c4c7b13eaeb2d3a293b9e17,0,0,0,0,0,0,0,0.000127518490181076,0,0,0.000127518490181076
1171e6169d6a0e5b051b0555feecdb40,0,0,0,0,0,0,0.000255036980362153,0.000127518490181076,0,0.00153022188217292,0.000382555470543229
