,X10_10N_H_N_1,X11_10N_H_N_1,X12_10N_H_N_1,X13_10N_H_N_1,X14_10N_H_N_1,X15_10N_H_N_1,X16_10N_H_N_1,X17_10N_H_N_1,X18_10N_H_N_1,X19_10N_H_N_1,X20_10N_H_N_1
493564de8deafaaca9b2ed27d2b6920b,0.722647283856159,0.564779393011987,0.382300433562867,0.368273399642948,0.380642693190513,0.535195103289977,0.478194338179036,0.337796480489671,0.51900025503698,0.660290742157613,0.715888803876562
c0c154e05660037ec3b4a48f7b790364,0.0598061718949248,0.1469013006886,0.210533027288957,0.08530986993114,0.0415710277990309,0.0895179801071155,0.164243815353226,0.195358326957409,0.0594236164243815,0.045141545524101,0.0420811017597552
646d5b9062b22a1e3a1ec1986a855f62,0.0253761795460342,0.0533027288956899,0.0974241264983423,0.122927824534558,0.127646008671257,0.0363427697016067,0.0663096148941597,0.0877327212445805,0.0737056873246621,0.0128793675082887,0.0358326957408824
3be82cf832cada69d2385e3ae4d148a9,0.0766386125988268,0.066947207345065,0.0346850293292527,0.041826064779393,0.143968375414435,0.0577658760520275,0.053557765876052,0.0470543228768171,0.0700076511094109,0.0539403213465953,0.0439938791124713
9d7af83a1e2fc91556d87b6865292a9a,0.0160673297628156,0.0475643968375414,0.0453965825044631,0.0465442489160928,0.0135169599591941,0.0314970670747258,0.0335373629176231,0.0349400663096149,0.0289466972711043,0.0210405508798776,0.00905381280285641
7cfc4db5e6907cc0ca798828dfa8bf51,0,0,0.000255036980362153,0,0,0,0,0,0,0,0
23a112a9a135efefb7832a8891209e74,0.0462892119357307,0.0629941341494517,0.138867635807192,0.172404998724815,0.210660545779138,0.148176485590411,0.113363937770977,0.180311145116042,0.142693190512624,0.0487120632491711,0.0466717674062739
30663607798226a8669ca7c6e3deb903,0.0188727365467993,0.013389441469013,0.0221882172915073,0.0614639122672788,0.0223157357816883,0.0270339199183882,0.0337923998979852,0.0328997704667177,0.0306044376434583,0.0439938791124713,0.0381280285641418
7860130e7d02cabbef9dc43635bf2bf3,0.00369803621525121,0.00561081356796736,0.0108390716653915,0.00714103545014027,0.0159398112726345,0.00828870186176996,0.0075235909206835,0.0124968120377455,0.00726855394032135,0.00561081356796736,0.00344299923488906
692d7ee2bb2bddb29ea7c71a17e961a2,0,0,0,0,0,0.000127518490181076,0,0,0,0,0
03f210497c0c675e81fcbb852d4ce60e,0.000382555470543229,0.00255036980362153,0.00561081356796736,0.00331548074470798,0.00318796225452691,0.00459066564651875,0.00395307319561336,0.0114766641162969,0.0151747003315481,0.0123692935475644,0.00306044376434583
d5db5b89d3757cfb56bacc6bd406cae8,0,0.000127518490181076,0.000255036980362153,0.00127518490181076,0.000510073960724305,0.000127518490181076,0.000637592450905381,0.000382555470543229,0.000892629431267534,0,0.000255036980362153
79d7fab84f7fc95646fe8f9bc52a4088,0.00637592450905381,0.0104565161948483,0.00765110941086458,0.0140270339199184,0.00459066564651875,0.00765110941086458,0.00714103545014027,0.00459066564651875,0.00446314715633767,0.00165774037235399,0.00153022188217292
5da2d45b0bbd06a8f6fbbce9633fa374,0.000892629431267534,0.000382555470543229,0.000382555470543229,0.00102014792144861,0.00114766641162969,0.0118592195868401,0.00165774037235399,0.0021678143330783,0.00114766641162969,0.000510073960724305,0.000892629431267534
b8de2ca2510e7193c9b40c74e6eb2a0b,0.00178525886253507,0.00178525886253507,0.00153022188217292,0.00204029584289722,0.00331548074470798,0.00229533282325937,0.00229533282325937,0.00114766641162969,0.00306044376434583,0.00140270339199184,0.00229533282325937
d73db7165b8f5daaafc14661fd5e514f,0.000127518490181076,0,0,0.000255036980362153,0.000127518490181076,0.000382555470543229,0.000127518490181076,0.000127518490181076,0.000127518490181076,0,0.000127518490181076
74a97f6c261a13abbb0b5a7e60c93b27,0.000255036980362153,0.000127518490181076,0,0.000892629431267534,0,0.000127518490181076,0.000637592450905381,0.00178525886253507,0.000255036980362153,0.00191277735271614,0.0021678143330783
f718c55cbdf135388d262c8694259841,0.000127518490181076,0,0,0.000127518490181076,0.000127518490181076,0,0,0.000255036980362153,0.000127518490181076,0,0.000382555470543229
5408d9d7ea48760cc3958cd7f0e0e1e2,0,0,0,0.000510073960724305,0,0,0.000255036980362153,0.000127518490181076,0,0.00726855394032135,0.000382555470543229
91b403bf28c846b3fed445f419768be0,0.00255036980362153,0.00408059168579444,0.00178525886253507,0.00510073960724305,0.00127518490181076,0.00191277735271614,0.00280540678398368,0.00229533282325937,0.00446314715633767,0.00497322111706197,0.00344299923488906
ea5e872f4f2c06c63d2221b3c78dded3,0.00229533282325937,0.000382555470543229,0.000382555470543229,0.00943636827339964,0.000637592450905381,0.00369803621525121,0.000127518490181076,0.00102014792144861,0.00102014792144861,0.000637592450905381,0.00127518490181076
4108ed12719f89edc78c6ef5246c5625,0.000127518490181076,0.000127518490181076,0,0.00344299923488906,0.000510073960724305,0.000127518490181076,0,0.000127518490181076,0.000382555470543229,0,0
5ae18ef98de230850f2e0aa00ffad913,0.00102014792144861,0.000637592450905381,0.000510073960724305,0.00140270339199184,0,0.00127518490181076,0.000255036980362153,0.000255036980362153,0.00114766641162969,0.00280540678398368,0.00408059168579444
5a57689f480a337f67b718a66c58c6c0,0.00127518490181076,0.00369803621525121,0.00879877582249426,0.0104565161948483,0.00395307319561336,0.00650344299923489,0.00586585054832951,0.00586585054832951,0.00293292527416475,0.000765110941086458,0.00114766641162969
25a3bbb3b9422aa8140a93985ae467b5,0.000510073960724305,0.00102014792144861,0.00153022188217292,0.00102014792144861,0.00102014792144861,0.00204029584289722,0.00140270339199184,0.00191277735271614,0.00165774037235399,0.00956388676358072,0.00204029584289722
1797dd00499cabae8df156ec4460309f,0.00178525886253507,0.00204029584289722,0.00191277735271614,0.00255036980362153,0.00548329507778628,0.00446314715633767,0.00140270339199184,0.00293292527416475,0.00318796225452691,0.00127518490181076,0.000637592450905381
ec7664d1bdebe77416d7d3b6360be425,0,0.000127518490181076,0.000127518490181076,0.000637592450905381,0.000127518490181076,0.000510073960724305,0.000255036980362153,0.000127518490181076,0.000382555470543229,0.000382555470543229,0.000127518490181076
5af7c72c817ba99e2d4a8d1ffde7630a,0.000510073960724305,0,0,0,0,0.000127518490181076,0.000892629431267534,0.000255036980362153,0,0,0
dcde1e8e65f73da67beb76bdc3a98fa5,0.000510073960724305,0.000510073960724305,0.00357051772507014,0.00255036980362153,0.0048457026268809,0.00178525886253507,0.00510073960724305,0.00293292527416475,0.0105840346850293,0.000127518490181076,0.00459066564651875
588dc11b19dd0c86b9e33b182667cbdc,0.000382555470543229,0,0,0,0,0.000127518490181076,0.000127518490181076,0.000765110941086458,0,0.00114766641162969,0.000510073960724305
d7f271446f8e1bdedddf796cea8831b7,0.000382555470543229,0,0,0,0,0,0,0,0,0,0.000127518490181076
561a63fd5767c4f8ce72d35d0f91bc43,0.000382555470543229,0.000382555470543229,0.000510073960724305,0.00102014792144861,0.00102014792144861,0.00153022188217292,0.000255036980362153,0.000510073960724305,0.0021678143330783,0.00102014792144861,0.000765110941086458
073bdf051c36b1911a28cc1d8b41ed15,0.000127518490181076,0,0,0,0.000382555470543229,0,0,0.000127518490181076,0.000255036980362153,0.000765110941086458,0.000765110941086458
80493d4c7a8e4b23db27f281d5250604,0.000255036980362153,0.000382555470543229,0.00140270339199184,0.000765110941086458,0.000255036980362153,0.000637592450905381,0.000637592450905381,0.00255036980362153,0.000637592450905381,0,0.000637592450905381
43095dd08c0e254c63ecd2c3273ae81e,0.000510073960724305,0,0,0.00497322111706197,0.000127518490181076,0.000255036980362153,0,0,0.000255036980362153,0.000892629431267534,0.00114766641162969
a4a94cdd3d346794b7d40d700b0d426e,0.000255036980362153,0.000382555470543229,0.000637592450905381,0.00331548074470798,0.00140270339199184,0.00140270339199184,0.000892629431267534,0.00165774037235399,0.000510073960724305,0,0.000255036980362153
